"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHICLAYO (000)",674726,85666,155136,45248,391283
"Hombres (001)",323393,36320,72486,24102,191958
"Mujeres (002)",351333,49346,82650,21146,199325
"PEA (003)",286673,19786,63573,19207,185716
"Hombres (004)",185440,11649,37767,13198,123891
"Mujeres (005)",101233,8137,25806,6009,61825
"Ocupada (006)",271456,18613,62063,18619,173752
"Hombres (007)",175434,10955,36824,12795,115915
"Mujeres (008)",96022,7658,25239,5824,57837
"Desocupada (009)",15217,1173,1510,588,11964
"Hombres (010)",10006,694,943,403,7976
"Mujeres (011)",5211,479,567,185,3988
"No PEA (012)",388053,65880,91563,26041,205567
"Hombres (013)",137953,24671,34719,10904,68067
"Mujeres (014)",250100,41209,56844,15137,137500
,,,,,
"URBANA (018)",631631,76837,148839,44124,364402
"Hombres (019)",301376,32452,69204,23477,177689
"Mujeres (020)",330255,44385,79635,20647,186713
"PEA (021)",269734,18092,61635,18735,172860
"Hombres (022)",171949,10427,36165,12823,113582
"Mujeres (023)",97785,7665,25470,5912,59278
"Ocupada (024)",255583,17060,60187,18154,161754
"Hombres (025)",162748,9830,35270,12426,106261
"Mujeres (026)",92835,7230,24917,5728,55493
"Desocupada (027)",14151,1032,1448,581,11106
"Hombres (028)",9201,597,895,397,7321
"Mujeres (029)",4950,435,553,184,3785
"No PEA (030)",361897,58745,87204,25389,191542
"Hombres (031)",129427,22025,33039,10654,64107
"Mujeres (032)",232470,36720,54165,14735,127435
,,,,,
"RURAL (036)",43095,8829,6297,1124,26881
"Hombres (037)",22017,3868,3282,625,14269
"Mujeres (038)",21078,4961,3015,499,12612
"PEA (039)",16939,1694,1938,472,12856
"Hombres (040)",13491,1222,1602,375,10309
"Mujeres (041)",3448,472,336,97,2547
"Ocupada (042)",15873,1553,1876,465,11998
"Hombres (043)",12686,1125,1554,369,9654
"Mujeres (044)",3187,428,322,96,2344
"Desocupada (045)",1066,141,62,7,858
"Hombres (046)",805,97,48,6,655
"Mujeres (047)",261,44,14,1,203
"No PEA (048)",26156,7135,4359,652,14025
"Hombres (049)",8526,2646,1680,250,3960
"Mujeres (050)",17630,4489,2679,402,10065
