"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",5937,641,4,2590,1855,143,274,69,361
"Empleado (001)",774,5,,33,141,62,201,29,303
"Obrero (002)",1041,108,1,503,380,15,13,5,16
"Trabajador independiente (003)",2926,348,1,1421,982,53,52,30,39
"Empleador o patrono (004)",34,2,,21,6,2,2,1,
"Trabajador familiar no remunerado (005)",1130,170,1,600,337,10,5,4,3
"Trabajador del hogar (006)",32,8,1,12,9,1,1,,
"Hombres (008)",4514,341,3,1994,1562,101,191,55,267
"Empleado (009)",537,,,16,104,41,136,23,217
"Obrero (010)",826,51,1,391,338,13,12,5,15
"Trabajador independiente (011)",2381,220,1,1185,841,40,37,24,33
"Empleador o patrono (012)",31,1,,19,6,2,2,1,
"Trabajador familiar no remunerado (013)",734,68,1,381,272,4,4,2,2
"Trabajador del hogar (014)",5,1,,2,1,1,,,
"Mujeres (016)",1423,300,1,596,293,42,83,14,94
"Empleado (017)",237,5,,17,37,21,65,6,86
"Obrero (018)",215,57,,112,42,2,1,,1
"Trabajador independiente (019)",545,128,,236,141,13,15,6,6
"Empleador o patrono (020)",3,1,,2,,,,,
"Trabajador familiar no remunerado (021)",396,102,,219,65,6,1,2,1
"Trabajador del hogar (022)",27,7,1,10,8,,1,,
,,,,,,,,,
"URBANA (024)",2205,133,2,690,756,104,182,51,287
"Empleado (025)",581,3,,21,104,44,141,22,246
"Obrero (026)",344,23,,133,162,9,8,3,6
"Trabajador independiente (027)",991,69,1,408,386,42,29,22,34
"Empleador o patrono (028)",12,,,8,1,2,,1,
"Trabajador familiar no remunerado (029)",259,36,,114,96,6,3,3,1
"Trabajador del hogar (030)",18,2,1,6,7,1,1,,
"Hombres (032)",1530,61,1,465,571,69,115,41,207
"Empleado (033)",385,,,8,73,27,86,18,173
"Obrero (034)",270,11,,96,138,8,8,3,6
"Trabajador independiente (035)",721,42,1,293,291,30,19,17,28
"Empleador o patrono (036)",11,,,7,1,2,,1,
"Trabajador familiar no remunerado (037)",139,8,,59,67,1,2,2,
"Trabajador del hogar (038)",4,,,2,1,1,,,
"Mujeres (040)",675,72,1,225,185,35,67,10,80
"Empleado (041)",196,3,,13,31,17,55,4,73
"Obrero (042)",74,12,,37,24,1,,,
"Trabajador independiente (043)",270,27,,115,95,12,10,5,6
"Empleador o patrono (044)",1,,,1,,,,,
"Trabajador familiar no remunerado (045)",120,28,,55,29,5,1,1,1
"Trabajador del hogar (046)",14,2,1,4,6,,1,,
,,,,,,,,,
"RURAL (048)",3732,508,2,1900,1099,39,92,18,74
"Empleado (049)",193,2,,12,37,18,60,7,57
"Obrero (050)",697,85,1,370,218,6,5,2,10
"Trabajador independiente (051)",1935,279,,1013,596,11,23,8,5
"Empleador o patrono (052)",22,2,,13,5,,2,,
"Trabajador familiar no remunerado (053)",871,134,1,486,241,4,2,1,2
"Trabajador del hogar (054)",14,6,,6,2,,,,
"Hombres (056)",2984,280,2,1529,991,32,76,14,60
"Empleado (057)",152,,,8,31,14,50,5,44
"Obrero (058)",556,40,1,295,200,5,4,2,9
"Trabajador independiente (059)",1660,178,,892,550,10,18,7,5
"Empleador o patrono (060)",20,1,,12,5,,2,,
"Trabajador familiar no remunerado (061)",595,60,1,322,205,3,2,,2
"Trabajador del hogar (062)",1,1,,,,,,,
"Mujeres (064)",748,228,,371,108,7,16,4,14
"Empleado (065)",41,2,,4,6,4,10,2,13
"Obrero (066)",141,45,,75,18,1,1,,1
"Trabajador independiente (067)",275,101,,121,46,1,5,1,
"Empleador o patrono (068)",2,1,,1,,,,,
"Trabajador familiar no remunerado (069)",276,74,,164,36,1,,1,
"Trabajador del hogar (070)",13,5,,6,2,,,,
