"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",22556,3640,6775,5181,4190,2770
"Hombres (001)",12094,1881,3679,2872,2216,1446
"Mujeres (002)",10462,1759,3096,2309,1974,1324
"PEA (003)",11197,143,3386,3677,2721,1270
"Hombres (004)",7844,91,2320,2598,1915,920
"Mujeres (005)",3353,52,1066,1079,806,350
"Ocupada (006)",10201,136,2839,3407,2585,1234
"Hombres (007)",7108,85,1949,2387,1800,887
"Mujeres (008)",3093,51,890,1020,785,347
"Desocupada (009)",996,7,547,270,136,36
"Hombres (010)",736,6,371,211,115,33
"Mujeres (011)",260,1,176,59,21,3
"No PEA (012)",11359,3497,3389,1504,1469,1500
"Hombres (013)",4250,1790,1359,274,301,526
"Mujeres (014)",7109,1707,2030,1230,1168,974
,,,,,,
"URBANA (018)",9777,1544,3124,2264,1728,1117
"Hombres (019)",5057,784,1611,1197,897,568
"Mujeres (020)",4720,760,1513,1067,831,549
"PEA (021)",4971,52,1518,1689,1184,528
"Hombres (022)",3241,37,977,1084,783,360
"Mujeres (023)",1730,15,541,605,401,168
"Ocupada (024)",4643,50,1342,1592,1136,523
"Hombres (025)",3016,35,862,1016,747,356
"Mujeres (026)",1627,15,480,576,389,167
"Desocupada (027)",328,2,176,97,48,5
"Hombres (028)",225,2,115,68,36,4
"Mujeres (029)",103,,61,29,12,1
"No PEA (030)",4806,1492,1606,575,544,589
"Hombres (031)",1816,747,634,113,114,208
"Mujeres (032)",2990,745,972,462,430,381
,,,,,,
"RURAL (036)",12779,2096,3651,2917,2462,1653
"Hombres (037)",7037,1097,2068,1675,1319,878
"Mujeres (038)",5742,999,1583,1242,1143,775
"PEA (039)",6226,91,1868,1988,1537,742
"Hombres (040)",4603,54,1343,1514,1132,560
"Mujeres (041)",1623,37,525,474,405,182
"Ocupada (042)",5558,86,1497,1815,1449,711
"Hombres (043)",4092,50,1087,1371,1053,531
"Mujeres (044)",1466,36,410,444,396,180
"Desocupada (045)",668,5,371,173,88,31
"Hombres (046)",511,4,256,143,79,29
"Mujeres (047)",157,1,115,30,9,2
"No PEA (048)",6553,2005,1783,929,925,911
"Hombres (049)",2434,1043,725,161,187,318
"Mujeres (050)",4119,962,1058,768,738,593
