"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RIOJA (000)",37897,1461,14117,12844,7885,1590
"Agric., ganadería, caza y silvicultura (001)",20272,865,7660,6191,4427,1129
"Pesca (002)",7,,,5,2,
"Explotación de minas y canteras (003)",11,,2,9,,
"Industrias manufactureras (004)",1486,36,516,568,313,53
"Suministro de electricidad, gas y agua (005)",38,,8,14,15,1
"Construcción (006)",1135,10,405,428,267,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4834,269,1631,1776,1007,151
"Venta, mant.y rep. veh.autom.y motoc. (008)",550,20,251,195,76,8
"Comercio al por mayor (009)",200,4,86,65,40,5
"Comercio al por menor (010)",4084,245,1294,1516,891,138
"Hoteles y restaurantes (011)",1228,71,435,397,289,36
"Trans., almac. y comunicaciones (012)",1814,10,765,692,330,17
"Intermediación financiera (013)",47,,24,18,5,
"Activid.inmobil., empres. y alquileres (014)",431,4,179,159,82,7
"Admin.pub. y defensa; p. segur.soc afil (015)",461,,131,210,115,5
"Enseñanza (016)",1585,,330,980,270,5
"Servicios sociales y de salud (017)",426,1,113,196,106,10
"Otras activ. serv.comun.soc y personales (018)",493,22,179,176,94,22
"Hogares privados con servicio doméstico (019)",1336,79,677,354,189,37
"Actividad economica no especificada (021)",1313,34,544,432,242,61
"Desocupado (022)",980,60,518,239,132,31
"Hombres (023)",28421,1056,10565,9359,6126,1315
"Agric., ganadería, caza y silvicultura (024)",18307,737,6971,5573,3996,1030
"Pesca (025)",6,,,5,1,
"Explotación de minas y canteras (026)",11,,2,9,,
"Industrias manufactureras (027)",1160,27,424,426,241,42
"Suministro de electricidad, gas y agua (028)",35,,7,13,14,1
"Construcción (029)",1117,10,398,423,261,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2574,171,865,867,580,91
"Venta, mant.y rep. veh.autom.y motoc. (031)",508,16,236,174,74,8
"Comercio al por mayor (032)",134,3,62,36,29,4
"Comercio al por menor (033)",1932,152,567,657,477,79
"Hoteles y restaurantes (034)",213,13,75,62,53,10
"Trans., almac. y comunicaciones (035)",1707,10,693,670,317,17
"Intermediación financiera (036)",37,,17,16,4,
"Activid.inmobil., empres. y alquileres (037)",329,2,129,127,65,6
"Admin.pub. y defensa; p. segur.soc afil (038)",299,,66,138,90,5
"Enseñanza (039)",804,,133,504,164,3
"Servicios sociales y de salud (040)",163,,41,69,48,5
