"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANTA (000)",63398,11801,13077,12600,9740,6679,9501
"Conviviente (001)",13502,334,4039,5304,2464,856,505
"Separado(a) (002)",1741,23,291,491,394,277,265
"Casado(a) (003)",20642,41,803,4207,5706,4513,5372
"Viudo(a) (004)",3952,4,28,118,334,632,2836
"Divorciado(a) (005)",253,,16,41,53,62,81
"Soltero(a) (006)",23308,11399,7900,2439,789,339,442
"Hombres (008)",31132,6034,6756,6274,4763,3093,4212
"Conviviente (009)",6605,122,1491,2827,1371,478,316
"Separado(a) (010)",337,4,24,77,87,62,83
"Casado(a) (011)",10142,23,260,1827,2785,2252,2995
"Viudo(a) (012)",806,2,5,24,57,111,607
"Divorciado(a) (013)",111,,5,14,21,33,38
"Soltero(a) (014)",13131,5883,4971,1505,442,157,173
"Mujeres (016)",32266,5767,6321,6326,4977,3586,5289
"Conviviente (017)",6897,212,2548,2477,1093,378,189
"Separado(a) (018)",1404,19,267,414,307,215,182
"Casado(a) (019)",10500,18,543,2380,2921,2261,2377
"Viudo(a) (020)",3146,2,23,94,277,521,2229
"Divorciado(a) (021)",142,,11,27,32,29,43
"Soltero(a) (022)",10177,5516,2929,934,347,182,269
,,,,,,,
"URBANA (024)",30000,5908,6376,5946,4661,3171,3938
"Conviviente (025)",6853,194,1781,2722,1389,499,268
"Separado(a) (026)",940,6,135,249,240,157,153
"Casado(a) (027)",8281,23,209,1415,2399,2048,2187
"Viudo(a) (028)",1459,1,9,31,133,230,1055
"Divorciado(a) (029)",138,,9,22,25,40,42
"Soltero(a) (030)",12329,5684,4233,1507,475,197,233
"Hombres (032)",14378,2956,3226,2857,2172,1431,1736
"Conviviente (033)",3256,81,618,1351,757,273,176
"Separado(a) (034)",178,1,14,37,50,33,43
"Casado(a) (035)",3907,16,64,551,1081,993,1202
"Viudo(a) (036)",266,,2,4,21,29,210
"Divorciado(a) (037)",63,,3,9,11,18,22
"Soltero(a) (038)",6708,2858,2525,905,252,85,83
"Mujeres (040)",15622,2952,3150,3089,2489,1740,2202
"Conviviente (041)",3597,113,1163,1371,632,226,92
"Separado(a) (042)",762,5,121,212,190,124,110
"Casado(a) (043)",4374,7,145,864,1318,1055,985
"Viudo(a) (044)",1193,1,7,27,112,201,845
"Divorciado(a) (045)",75,,6,13,14,22,20
"Soltero(a) (046)",5621,2826,1708,602,223,112,150
,,,,,,,
"RURAL (048)",33398,5893,6701,6654,5079,3508,5563
"Conviviente (049)",6649,140,2258,2582,1075,357,237
"Separado(a) (050)",801,17,156,242,154,120,112
"Casado(a) (051)",12361,18,594,2792,3307,2465,3185
"Viudo(a) (052)",2493,3,19,87,201,402,1781
"Divorciado(a) (053)",115,,7,19,28,22,39
"Soltero(a) (054)",10979,5715,3667,932,314,142,209
"Hombres (056)",16754,3078,3530,3417,2591,1662,2476
"Conviviente (057)",3349,41,873,1476,614,205,140
"Separado(a) (058)",159,3,10,40,37,29,40
"Casado(a) (059)",6235,7,196,1276,1704,1259,1793
"Viudo(a) (060)",540,2,3,20,36,82,397
"Divorciado(a) (061)",48,,2,5,10,15,16
"Soltero(a) (062)",6423,3025,2446,600,190,72,90
"Mujeres (064)",16644,2815,3171,3237,2488,1846,3087
"Conviviente (065)",3300,99,1385,1106,461,152,97
"Separado(a) (066)",642,14,146,202,117,91,72
"Casado(a) (067)",6126,11,398,1516,1603,1206,1392
"Viudo(a) (068)",1953,1,16,67,165,320,1384
"Divorciado(a) (069)",67,,5,14,18,7,23
"Soltero(a) (070)",4556,2690,1221,332,124,70,119
