"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUALLAGA (000)",8314,23667,21672,,439,91.6,1.9
"De 12 a 14 años (001)",862,9,8,,2,88.9,22.2
"De 15 a 19 años (002)",1135,341,332,74,97.4,21.7,
"De 20 a 24 años (003)",977,1153,1133,131,98.3,11.4,
"De 25 a 29 años (004)",863,1706,1664,83,97.5,4.9,
"De 30 a 34 años (005)",820,2234,2159,84,96.6,3.8,
"De 35 a 39 años (006)",784,2689,2538,41,94.4,1.5,
"De 40 a 44 años (007)",670,2668,2517,20,94.3,0.7,
"De 45 a 49 años (008)",562,2519,2325,4,92.3,0.2,
"De 50 y más años (009)",1641,10348,8996,,86.9,,
"PEA (010)",2080,5873,5480,90,93.3,1.5,
"De 12 a 14 años (011)",65,2,2,1,100,50,
"De 15 a 19 años (012)",198,63,63,15,100,23.8,
"De 20 a 24 años (013)",240,258,252,24,97.7,9.3,
"De 25 a 29 años (014)",231,415,406,17,97.8,4.1,
"De 30 a 34 años (015)",229,577,561,18,97.2,3.1,
"De 35 a 39 años (016)",272,812,774,9,95.3,1.1,
"De 40 a 44 años (017)",263,911,862,6,94.6,0.7,
"De 45 a 49 años (018)",209,796,739,,92.8,,
"De 50 y más años (019)",373,2039,1821,,89.3,,
"Ocupada (020)",2031,5809,5419,89,93.3,1.5,
"De 12 a 14 años (021)",58,2,2,1,100,50,
"De 15 a 19 años (022)",185,63,63,15,100,23.8,
"De 20 a 24 años (023)",235,256,250,24,97.7,9.4,
"De 25 a 29 años (024)",229,415,406,17,97.8,4.1,
"De 30 a 34 años (025)",225,569,553,17,97.2,3,
"De 35 a 39 años (026)",267,793,755,9,95.2,1.1,
"De 40 a 44 años (027)",257,901,852,6,94.6,0.7,
"De 45 a 49 años (028)",206,786,730,,92.9,,
"De 50 y más años (029)",369,2024,1808,,89.3,,
"Desocupada (030)",49,64,61,1,95.3,1.6,
"De 12 a 14 años (031)",7,,,,,,
"De 15 a 19 años (032)",13,,,,,,
"De 20 a 24 años (033)",5,2,2,,100,,
"De 25 a 29 años (034)",2,,,,,,
"De 30 a 34 años (035)",4,8,8,1,100,12.5,
"De 35 a 39 años (036)",5,19,19,,100,,
"De 40 a 44 años (037)",6,10,10,,100,,
"De 45 a 49 años (038)",3,10,9,,90,,
