"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LEONCIO PRADO (000)",40962,39502,11611,6319,5998,4497,5604,2960,1552,961,1460,99321
"De 12 a 14 años (001)",4080,4050,4024,26,,,,,,,30,26
"De 15 a 19 años (002)",5982,5839,4692,985,141,13,8,,,,143,1338
"De 20 a 24 años (003)",5337,4783,1632,2009,873,218,46,5,,,554,4635
"De 25 a 29 años (004)",4711,4314,538,1407,1356,644,338,26,5,,397,7686
"De 30 a 34 años (005)",4021,3890,240,766,1139,846,725,144,25,5,131,9892
"De 35 a 39 años (006)",3985,3913,139,427,930,879,1033,394,91,20,72,12938
"De 40 a 44 años (007)",3344,3307,100,226,604,689,988,445,194,61,37,13002
"De 45 a 49 años (008)",2747,2719,62,157,398,509,806,479,212,96,28,11957
"De 50 y más años (009)",6755,6687,184,316,557,699,1660,1467,1025,779,68,37847
"PEA (010)",12824,12199,2444,2247,2319,1709,1907,941,392,240,625,32392
"De 12 a 14 años (011)",224,221,216,5,,,,,,,3,5
"De 15 a 19 años (012)",1189,1163,949,183,23,7,1,,,,26,254
"De 20 a 24 años (013)",1588,1367,609,526,176,40,15,1,,,221,1066
"De 25 a 29 años (014)",1646,1425,298,527,377,158,58,6,1,,221,2042
"De 30 a 34 años (015)",1571,1500,140,405,468,259,189,28,8,3,71,3210
"De 35 a 39 años (016)",1685,1646,77,248,451,373,356,122,14,5,39,4761
"De 40 a 44 años (017)",1531,1517,50,136,355,350,405,157,47,17,14,5245
"De 45 a 49 años (018)",1273,1258,39,91,235,261,355,190,60,27,15,4936
"De 50 y más años (019)",2117,2102,66,126,234,261,528,437,262,188,15,10873
"Ocupada (020)",12156,11595,2191,2122,2236,1663,1864,911,378,230,561,31347
