"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SANDIA (000)",14208,51,179,553,1338,3217,6011,2859
"De 12 a 14 años (001)",29,,,,,,1,28
"De 15 a 19 años (002)",423,,,,,,296,127
"De 20 a 24 años (003)",1559,,,,,2,1061,496
"De 25 a 29 años (004)",2071,,,,,116,1444,511
"De 30 a 34 años (005)",1846,,,,,332,1184,330
"De 35 a 39 años (006)",1901,,,,15,612,1028,246
"De 40 a 44 años (007)",1562,,,,55,683,633,191
"De 45 a 49 años (008)",1262,,,1,127,676,311,147
"De 50 y más años (009)",3555,51,179,552,1141,796,53,783
"PEA (010)",7816,13,77,284,777,2009,3049,1607
"De 12 a 14 años (011)",5,,,,,,,5
"De 15 a 19 años (012)",164,,,,,,115,49
"De 20 a 24 años (013)",677,,,,,1,434,242
"De 25 a 29 años (014)",1074,,,,,74,710,290
"De 30 a 34 años (015)",1072,,,,,188,662,222
"De 35 a 39 años (016)",1124,,,,10,389,567,158
"De 40 a 44 años (017)",929,,,,29,420,352,128
"De 45 a 49 años (018)",780,,,1,71,432,177,99
"De 50 y más años (019)",1991,13,77,283,667,505,32,414
"Ocupada (020)",7746,13,76,283,775,1998,3022,1579
"De 12 a 14 años (021)",5,,,,,,,5
"De 15 a 19 años (022)",162,,,,,,113,49
"De 20 a 24 años (023)",661,,,,,1,429,231
"De 25 a 29 años (024)",1053,,,,,72,699,282
"De 30 a 34 años (025)",1064,,,,,187,657,220
"De 35 a 39 años (026)",1115,,,,10,386,564,155
"De 40 a 44 años (027)",927,,,,28,420,351,128
"De 45 a 49 años (028)",775,,,1,71,428,177,98
"De 50 y más años (029)",1984,13,76,282,666,504,32,411
"Desocupada (030)",70,,1,1,2,11,27,28
"De 15 a 19 años (032)",2,,,,,,2,
"De 20 a 24 años (033)",16,,,,,,5,11
"De 25 a 29 años (034)",21,,,,,2,11,8
"De 30 a 34 años (035)",8,,,,,1,5,2
"De 35 a 39 años (036)",9,,,,,3,3,3
"De 40 a 44 años (037)",2,,,,1,,1,
"De 45 a 49 años (038)",5,,,,,4,,1
"De 50 y más años (039)",7,,1,1,1,1,,3
"No PEA (040)",6392,38,102,269,561,1208,2962,1252
"De 12 a 14 años (041)",24,,,,,,1,23
"De 15 a 19 años (042)",259,,,,,,181,78
"De 20 a 24 años (043)",882,,,,,1,627,254
"De 25 a 29 años (044)",997,,,,,42,734,221
"De 30 a 34 años (045)",774,,,,,144,522,108
"De 35 a 39 años (046)",777,,,,5,223,461,88
"De 40 a 44 años (047)",633,,,,26,263,281,63
"De 45 a 49 años (048)",482,,,,56,244,134,48
