"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SIHUAS (000)",8720,134,2534,2929,2275,848
"Empleado (001)",1249,3,300,631,300,15
"Obrero (002)",1341,15,504,404,323,95
"Trabajador independiente (003)",4183,14,902,1379,1296,592
"Empleador o patrono (004)",63,,10,23,20,10
"Trabajador familiar no remunerado (005)",1317,91,551,338,233,104
"Trabajador del hogar (006)",135,4,66,38,20,7
"Desocupado (008)",432,7,201,116,83,25
"Hombres (009)",6029,89,1716,1960,1644,620
"Empleado (010)",728,2,152,359,206,9
"Obrero (011)",1074,11,388,332,265,78
"Trabajador independiente (012)",3220,7,658,1056,1027,472
"Empleador o patrono (013)",49,,8,16,16,9
"Trabajador familiar no remunerado (014)",606,66,352,101,57,30
"Trabajador del hogar (015)",5,,3,2,,
"Desocupado (017)",347,3,155,94,73,22
"Mujeres (018)",2691,45,818,969,631,228
"Empleado (019)",521,1,148,272,94,6
"Obrero (020)",267,4,116,72,58,17
"Trabajador independiente (021)",963,7,244,323,269,120
"Empleador o patrono (022)",14,,2,7,4,1
"Trabajador familiar no remunerado (023)",711,25,199,237,176,74
"Trabajador del hogar (024)",130,4,63,36,20,7
"Desocupado (026)",85,4,46,22,10,3
,,,,,,
"URBANA (027)",2870,44,820,1119,703,184
"Empleado (028)",988,2,239,498,238,11
"Obrero (029)",431,5,166,132,107,21
"Trabajador independiente (030)",946,2,210,334,281,119
"Empleador o patrono (031)",22,,2,14,6,
"Trabajador familiar no remunerado (032)",204,30,68,50,36,20
"Trabajador del hogar (033)",97,3,49,28,15,2
"Desocupado (035)",182,2,86,63,20,11
"Hombres (036)",1777,32,507,647,464,127
"Empleado (037)",560,2,115,275,161,7
"Obrero (038)",365,3,147,109,90,16
"Trabajador independiente (039)",596,,132,191,182,91
"Empleador o patrono (040)",18,,1,11,6,
"Trabajador familiar no remunerado (041)",93,25,46,11,8,3
"Trabajador del hogar (042)",2,,1,1,,
"Desocupado (044)",143,2,65,49,17,10
"Mujeres (045)",1093,12,313,472,239,57
"Empleado (046)",428,,124,223,77,4
"Obrero (047)",66,2,19,23,17,5
"Trabajador independiente (048)",350,2,78,143,99,28
"Empleador o patrono (049)",4,,1,3,,
"Trabajador familiar no remunerado (050)",111,5,22,39,28,17
"Trabajador del hogar (051)",95,3,48,27,15,2
"Desocupado (053)",39,,21,14,3,1
,,,,,,
"RURAL (054)",5850,90,1714,1810,1572,664
"Empleado (055)",261,1,61,133,62,4
"Obrero (056)",910,10,338,272,216,74
"Trabajador independiente (057)",3237,12,692,1045,1015,473
"Empleador o patrono (058)",41,,8,9,14,10
"Trabajador familiar no remunerado (059)",1113,61,483,288,197,84
"Trabajador del hogar (060)",38,1,17,10,5,5
"Desocupado (062)",250,5,115,53,63,14
"Hombres (063)",4252,57,1209,1313,1180,493
"Empleado (064)",168,,37,84,45,2
"Obrero (065)",709,8,241,223,175,62
"Trabajador independiente (066)",2624,7,526,865,845,381
"Empleador o patrono (067)",31,,7,5,10,9
"Trabajador familiar no remunerado (068)",513,41,306,90,49,27
"Trabajador del hogar (069)",3,,2,1,,
"Desocupado (071)",204,1,90,45,56,12
"Mujeres (072)",1598,33,505,497,392,171
"Empleado (073)",93,1,24,49,17,2
"Obrero (074)",201,2,97,49,41,12
"Trabajador independiente (075)",613,5,166,180,170,92
"Empleador o patrono (076)",10,,1,4,4,1
"Trabajador familiar no remunerado (077)",600,20,177,198,148,57
"Trabajador del hogar (078)",35,1,15,9,5,5
"Desocupado (080)",46,4,25,8,7,2
