"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SECHURA (000)",56923,6253,2320,27291,14528,2025,2412,1075,1019
"Quechua (001)",26,1,,11,7,3,3,,1
"Aymara (002)",9,2,1,2,2,1,,1,
"Ashaninca (003)",4,1,,2,1,,,,
"Otra lengua nativa (004)",48,6,5,21,11,2,,2,1
"Castellano (005)",56749,6190,2311,27232,14501,2019,2409,1071,1016
"Idioma extranjero (006)",2,,,,,,,1,1
"Es sordomudo/a (007)",85,53,3,23,6,,,,
"Hombres (009)",28521,2650,1153,13039,8354,1001,1122,615,587
"Quechua (010)",15,,,6,3,3,2,,1
"Aymara (011)",6,1,1,2,,1,,1,
"Ashaninca (012)",3,1,,1,1,,,,
"Otra lengua nativa (013)",25,5,3,9,7,,,1,
"Castellano (014)",28423,2612,1149,13007,8340,997,1120,612,586
"Idioma extranjero (015)",1,,,,,,,1,
"Es sordomudo/a (016)",48,31,,14,3,,,,
"Mujeres (018)",28402,3603,1167,14252,6174,1024,1290,460,432
"Quechua (019)",11,1,,5,4,,1,,
"Aymara (020)",3,1,,,2,,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",23,1,2,12,4,2,,1,1
"Castellano (023)",28326,3578,1162,14225,6161,1022,1289,459,430
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",37,22,3,9,3,,,,
,,,,,,,,,
"URBANA (027)",53414,5770,2203,25189,13911,1953,2330,1055,1003
"Quechua (028)",24,1,,10,7,3,3,,
"Aymara (029)",9,2,1,2,2,1,,1,
"Ashaninca (030)",4,1,,2,1,,,,
"Otra lengua nativa (031)",48,6,5,21,11,2,,2,1
"Castellano (032)",53254,5715,2194,25134,13885,1947,2327,1051,1001
"Idioma extranjero (033)",2,,,,,,,1,1
"Es sordomudo/a (034)",73,45,3,20,5,,,,
"Hombres (036)",26675,2440,1102,11922,7985,966,1080,601,579
"Quechua (037)",14,,,6,3,3,2,,
"Aymara (038)",6,1,1,2,,1,,1,
"Ashaninca (039)",3,1,,1,1,,,,
"Otra lengua nativa (040)",25,5,3,9,7,,,1,
"Castellano (041)",26588,2408,1098,11893,7972,962,1078,598,579
"Idioma extranjero (042)",1,,,,,,,1,
"Es sordomudo/a (043)",38,25,,11,2,,,,
"Mujeres (045)",26739,3330,1101,13267,5926,987,1250,454,424
"Quechua (046)",10,1,,4,4,,1,,
"Aymara (047)",3,1,,,2,,,,
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",23,1,2,12,4,2,,1,1
"Castellano (050)",26666,3307,1096,13241,5913,985,1249,453,422
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",35,20,3,9,3,,,,
,,,,,,,,,
"RURAL (054)",3509,483,117,2102,617,72,82,20,16
"Quechua (055)",2,,,1,,,,,1
"Castellano (059)",3495,475,117,2098,616,72,82,20,15
"Es sordomudo/a (061)",12,8,,3,1,,,,
"Hombres (063)",1846,210,51,1117,369,35,42,14,8
"Quechua (064)",1,,,,,,,,1
"Castellano (068)",1835,204,51,1114,368,35,42,14,7
"Es sordomudo/a (070)",10,6,,3,1,,,,
"Mujeres (072)",1663,273,66,985,248,37,40,6,8
"Quechua (073)",1,,,1,,,,,
"Castellano (077)",1660,271,66,984,248,37,40,6,8
"Es sordomudo/a (079)",2,2,,,,,,,
