"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PASCO (000)",52619,424,18860,20162,11298,1875
"Empleado (001)",12508,26,4451,5355,2581,95
"Obrero (002)",14080,51,5306,5922,2589,212
"Trabajador independiente (003)",17120,53,4429,6525,4843,1270
"Empleador o patrono (004)",664,,168,249,207,40
"Trabajador familiar no remunerado (005)",3926,224,2039,927,563,173
"Trabajador del hogar (006)",721,27,384,176,113,21
"Desocupado (008)",3600,43,2083,1008,402,64
"Hombres (009)",38292,274,13510,14685,8406,1417
"Empleado (010)",7501,11,2514,3162,1741,73
"Obrero (011)",13141,43,4897,5592,2431,178
"Trabajador independiente (012)",12205,34,3173,4543,3473,982
"Empleador o patrono (013)",522,,132,190,164,36
"Trabajador familiar no remunerado (014)",2272,152,1371,423,235,91
"Trabajador del hogar (015)",122,4,66,26,23,3
"Desocupado (017)",2529,30,1357,749,339,54
"Mujeres (018)",14327,150,5350,5477,2892,458
"Empleado (019)",5007,15,1937,2193,840,22
"Obrero (020)",939,8,409,330,158,34
"Trabajador independiente (021)",4915,19,1256,1982,1370,288
"Empleador o patrono (022)",142,,36,59,43,4
"Trabajador familiar no remunerado (023)",1654,72,668,504,328,82
"Trabajador del hogar (024)",599,23,318,150,90,18
"Desocupado (026)",1071,13,726,259,63,10
,,,,,,
"URBANA (027)",40339,296,14204,15914,8777,1148
"Empleado (028)",11476,26,4023,4892,2444,91
"Obrero (029)",11014,40,4059,4638,2137,140
"Trabajador independiente (030)",11975,46,3227,4696,3278,728
"Empleador o patrono (031)",509,,133,196,152,28
"Trabajador familiar no remunerado (032)",1907,138,849,495,332,93
"Trabajador del hogar (033)",644,20,339,169,99,17
"Desocupado (035)",2814,26,1574,828,335,51
"Hombres (036)",28272,180,9846,11115,6293,838
"Empleado (037)",6708,11,2221,2781,1626,69
"Obrero (038)",10361,35,3779,4394,2032,121
"Trabajador independiente (039)",7832,28,2190,2977,2111,526
"Empleador o patrono (040)",384,,100,142,117,25
"Trabajador familiar no remunerado (041)",926,87,493,179,113,54
"Trabajador del hogar (042)",107,2,59,26,19,1
"Desocupado (044)",1954,17,1004,616,275,42
"Mujeres (045)",12067,116,4358,4799,2484,310
"Empleado (046)",4768,15,1802,2111,818,22
"Obrero (047)",653,5,280,244,105,19
"Trabajador independiente (048)",4143,18,1037,1719,1167,202
"Empleador o patrono (049)",125,,33,54,35,3
"Trabajador familiar no remunerado (050)",981,51,356,316,219,39
"Trabajador del hogar (051)",537,18,280,143,80,16
"Desocupado (053)",860,9,570,212,60,9
,,,,,,
"RURAL (054)",12280,128,4656,4248,2521,727
"Empleado (055)",1032,,428,463,137,4
"Obrero (056)",3066,11,1247,1284,452,72
"Trabajador independiente (057)",5145,7,1202,1829,1565,542
"Empleador o patrono (058)",155,,35,53,55,12
"Trabajador familiar no remunerado (059)",2019,86,1190,432,231,80
"Trabajador del hogar (060)",77,7,45,7,14,4
"Desocupado (062)",786,17,509,180,67,13
"Hombres (063)",10020,94,3664,3570,2113,579
"Empleado (064)",793,,293,381,115,4
"Obrero (065)",2780,8,1118,1198,399,57
"Trabajador independiente (066)",4373,6,983,1566,1362,456
"Empleador o patrono (067)",138,,32,48,47,11
"Trabajador familiar no remunerado (068)",1346,65,878,244,122,37
"Trabajador del hogar (069)",15,2,7,,4,2
"Desocupado (071)",575,13,353,133,64,12
"Mujeres (072)",2260,34,992,678,408,148
"Empleado (073)",239,,135,82,22,
"Obrero (074)",286,3,129,86,53,15
"Trabajador independiente (075)",772,1,219,263,203,86
"Empleador o patrono (076)",17,,3,5,8,1
"Trabajador familiar no remunerado (077)",673,21,312,188,109,43
"Trabajador del hogar (078)",62,5,38,7,10,2
"Desocupado (080)",211,4,156,47,3,1
