"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUACAYBAMBA (000)",13239,2780,2203,2356,2196,1380,2324
"Católica (001)",10663,2272,1845,1905,1717,1070,1854
"Cristiana/Evangélica (002)",2451,492,333,411,453,301,461
"Otra (003)",49,4,8,16,8,6,7
"Ninguna (004)",76,12,17,24,18,3,2
"Hombres (006)",6585,1460,1134,1104,1088,688,1111
"Católica (007)",5410,1211,975,920,864,548,892
"Cristiana/Evangélica (008)",1104,236,144,167,211,134,212
"Otra (009)",28,3,7,6,4,3,5
"Ninguna (010)",43,10,8,11,9,3,2
"Mujeres (012)",6654,1320,1069,1252,1108,692,1213
"Católica (013)",5253,1061,870,985,853,522,962
"Cristiana/Evangélica (014)",1347,256,189,244,242,167,249
"Otra (015)",21,1,1,10,4,3,2
"Ninguna (016)",33,2,9,13,9,,
,,,,,,,
"URBANA (018)",2590,522,413,481,483,293,398
"Católica (019)",1846,372,302,352,342,207,271
"Cristiana/Evangélica (020)",700,147,99,116,131,83,124
"Otra (021)",13,,3,5,1,2,2
"Ninguna (022)",31,3,9,8,9,1,1
"Hombres (024)",1313,264,221,226,243,162,197
"Católica (025)",980,199,165,174,178,125,139
"Cristiana/Evangélica (026)",306,62,51,45,59,34,55
"Otra (027)",9,,2,2,1,2,2
"Ninguna (028)",18,3,3,5,5,1,1
"Mujeres (030)",1277,258,192,255,240,131,201
"Católica (031)",866,173,137,178,164,82,132
"Cristiana/Evangélica (032)",394,85,48,71,72,49,69
"Otra (033)",4,,1,3,,,
"Ninguna (034)",13,,6,3,4,,
,,,,,,,
"RURAL (036)",10649,2258,1790,1875,1713,1087,1926
"Católica (037)",8817,1900,1543,1553,1375,863,1583
"Cristiana/Evangélica (038)",1751,345,234,295,322,218,337
"Otra (039)",36,4,5,11,7,4,5
"Ninguna (040)",45,9,8,16,9,2,1
"Hombres (042)",5272,1196,913,878,845,526,914
"Católica (043)",4430,1012,810,746,686,423,753
"Cristiana/Evangélica (044)",798,174,93,122,152,100,157
"Otra (045)",19,3,5,4,3,1,3
"Ninguna (046)",25,7,5,6,4,2,1
"Mujeres (048)",5377,1062,877,997,868,561,1012
"Católica (049)",4387,888,733,807,689,440,830
"Cristiana/Evangélica (050)",953,171,141,173,170,118,180
"Otra (051)",17,1,,7,4,3,2
"Ninguna (052)",20,2,3,10,5,,
