"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAJATAMBO (000)",2251,29,98,207,276,420,712,509
"De 12 a 14 años (001)",4,,,,,,,4
"De 15 a 19 años (002)",54,,,,,,30,24
"De 20 a 24 años (003)",153,,,,,,86,67
"De 25 a 29 años (004)",207,,,,,10,154,43
"De 30 a 34 años (005)",234,,,,,32,160,42
"De 35 a 39 años (006)",249,,,,2,44,154,49
"De 40 a 44 años (007)",220,,,,4,88,92,36
"De 45 a 49 años (008)",182,,,,19,98,28,37
"De 50 y más años (009)",948,29,98,207,251,148,8,207
"PEA (010)",654,2,10,48,63,147,221,163
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",13,,,,,,6,7
"De 20 a 24 años (013)",46,,,,,,26,20
"De 25 a 29 años (014)",61,,,,,4,41,16
"De 30 a 34 años (015)",81,,,,,12,51,18
"De 35 a 39 años (016)",90,,,,2,16,49,23
"De 40 a 44 años (017)",88,,,,2,36,35,15
"De 45 a 49 años (018)",76,,,,9,43,10,14
"De 50 y más años (019)",198,2,10,48,50,36,3,49
"Ocupada (020)",648,2,10,46,63,147,220,160
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",13,,,,,,6,7
"De 20 a 24 años (023)",44,,,,,,26,18
"De 25 a 29 años (024)",61,,,,,4,41,16
"De 30 a 34 años (025)",81,,,,,12,51,18
"De 35 a 39 años (026)",90,,,,2,16,49,23
"De 40 a 44 años (027)",87,,,,2,36,34,15
"De 45 a 49 años (028)",76,,,,9,43,10,14
"De 50 y más años (029)",195,2,10,46,50,36,3,48
"Desocupada (030)",6,,,2,,,1,3
"De 20 a 24 años (033)",2,,,,,,,2
"De 40 a 44 años (037)",1,,,,,,1,
"De 50 y más años (039)",3,,,2,,,,1
"No PEA (040)",1597,27,88,159,213,273,491,346
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",41,,,,,,24,17
"De 20 a 24 años (043)",107,,,,,,60,47
"De 25 a 29 años (044)",146,,,,,6,113,27
"De 30 a 34 años (045)",153,,,,,20,109,24
"De 35 a 39 años (046)",159,,,,,28,105,26
"De 40 a 44 años (047)",132,,,,2,52,57,21
"De 45 a 49 años (048)",106,,,,10,55,18,23
"De 50 y más años (049)",750,27,88,159,201,112,5,158
,,,,,,,,
"URBANA (060)",1433,24,66,129,176,292,422,324
"De 12 a 14 años (061)",2,,,,,,,2
"De 15 a 19 años (062)",30,,,,,,16,14
"De 20 a 24 años (063)",74,,,,,,39,35
"De 25 a 29 años (064)",130,,,,,8,93,29
