"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARAÑON (000)",6389,94,2107,2247,1556,385
"Empleado (001)",635,1,141,364,126,3
"Obrero (002)",516,8,248,154,93,13
"Trabajador independiente (003)",3732,,910,1393,1113,316
"Empleador o patrono (004)",117,,23,52,39,3
"Trabajador familiar no remunerado (005)",1093,78,610,211,153,41
"Trabajador del hogar (006)",87,1,60,14,7,5
"Desocupado (008)",209,6,115,59,25,4
"Hombres (009)",5467,73,1765,1919,1373,337
"Empleado (010)",402,,85,225,89,3
"Obrero (011)",474,6,225,145,86,12
"Trabajador independiente (012)",3423,,820,1285,1031,287
"Empleador o patrono (013)",114,,22,51,38,3
"Trabajador familiar no remunerado (014)",849,64,505,150,103,27
"Trabajador del hogar (015)",38,,24,11,2,1
"Desocupado (017)",167,3,84,52,24,4
"Mujeres (018)",922,21,342,328,183,48
"Empleado (019)",233,1,56,139,37,
"Obrero (020)",42,2,23,9,7,1
"Trabajador independiente (021)",309,,90,108,82,29
"Empleador o patrono (022)",3,,1,1,1,
"Trabajador familiar no remunerado (023)",244,14,105,61,50,14
"Trabajador del hogar (024)",49,1,36,3,5,4
"Desocupado (026)",42,3,31,7,1,
,,,,,,
"URBANA (027)",1252,18,345,521,295,73
"Empleado (028)",440,1,88,246,102,3
"Obrero (029)",92,1,27,34,26,4
"Trabajador independiente (030)",489,,106,196,133,54
"Empleador o patrono (031)",6,,,3,3,
"Trabajador familiar no remunerado (032)",154,15,79,28,25,7
"Trabajador del hogar (033)",36,1,27,2,2,4
"Desocupado (035)",35,,18,12,4,1
"Hombres (036)",883,12,223,361,226,61
"Empleado (037)",272,,51,149,69,3
"Obrero (038)",85,1,26,30,24,4
"Trabajador independiente (039)",396,,74,156,119,47
"Empleador o patrono (040)",5,,,2,3,
"Trabajador familiar no remunerado (041)",97,11,59,14,7,6
"Trabajador del hogar (042)",2,,2,,,
"Desocupado (044)",26,,11,10,4,1
"Mujeres (045)",369,6,122,160,69,12
"Empleado (046)",168,1,37,97,33,
"Obrero (047)",7,,1,4,2,
"Trabajador independiente (048)",93,,32,40,14,7
"Empleador o patrono (049)",1,,,1,,
"Trabajador familiar no remunerado (050)",57,4,20,14,18,1
"Trabajador del hogar (051)",34,1,25,2,2,4
"Desocupado (053)",9,,7,2,,
,,,,,,
"RURAL (054)",5137,76,1762,1726,1261,312
"Empleado (055)",195,,53,118,24,
"Obrero (056)",424,7,221,120,67,9
"Trabajador independiente (057)",3243,,804,1197,980,262
"Empleador o patrono (058)",111,,23,49,36,3
"Trabajador familiar no remunerado (059)",939,63,531,183,128,34
"Trabajador del hogar (060)",51,,33,12,5,1
"Desocupado (062)",174,6,97,47,21,3
"Hombres (063)",4584,61,1542,1558,1147,276
"Empleado (064)",130,,34,76,20,
"Obrero (065)",389,5,199,115,62,8
"Trabajador independiente (066)",3027,,746,1129,912,240
"Empleador o patrono (067)",109,,22,49,35,3
"Trabajador familiar no remunerado (068)",752,53,446,136,96,21
"Trabajador del hogar (069)",36,,22,11,2,1
"Desocupado (071)",141,3,73,42,20,3
"Mujeres (072)",553,15,220,168,114,36
"Empleado (073)",65,,19,42,4,
"Obrero (074)",35,2,22,5,5,1
"Trabajador independiente (075)",216,,58,68,68,22
"Empleador o patrono (076)",2,,1,,1,
"Trabajador familiar no remunerado (077)",187,10,85,47,32,13
"Trabajador del hogar (078)",15,,11,1,3,
"Desocupado (080)",33,3,24,5,1,
