"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia YAROWILCA (000)",16812,13322,3490
"De 3 a 5 años (001)",2828,156,2672
"De 6 a 11 años (002)",5803,5117,686
"De 12 a 16 años (003)",4432,4395,37
"De 17 a 24 años (004)",3749,3654,95
"Hombres (005)",8353,6617,1736
"De 3 a 5 años (006)",1445,72,1373
"De 6 a 11 años (007)",2919,2585,334
"De 12 a 16 años (008)",2172,2161,11
"De 17 a 24 años (009)",1817,1799,18
"Mujeres (010)",8459,6705,1754
"De 3 a 5 años (011)",1383,84,1299
"De 6 a 11 años (012)",2884,2532,352
"De 12 a 16 años (013)",2260,2234,26
"De 17 a 24 años (014)",1932,1855,77
,,,
"URBANA (015)",4006,3203,803
"De 3 a 5 años (016)",664,42,622
"De 6 a 11 años (017)",1316,1158,158
"De 12 a 16 años (018)",1029,1021,8
"De 17 a 24 años (019)",997,982,15
"Hombres (020)",2026,1633,393
"De 3 a 5 años (021)",337,18,319
"De 6 a 11 años (022)",677,605,72
"De 12 a 16 años (023)",506,506,
"De 17 a 24 años (024)",506,504,2
"Mujeres (025)",1980,1570,410
"De 3 a 5 años (026)",327,24,303
"De 6 a 11 años (027)",639,553,86
"De 12 a 16 años (028)",523,515,8
"De 17 a 24 años (029)",491,478,13
,,,
"RURAL (030)",12806,10119,2687
"De 3 a 5 años (031)",2164,114,2050
"De 6 a 11 años (032)",4487,3959,528
"De 12 a 16 años (033)",3403,3374,29
"De 17 a 24 años (034)",2752,2672,80
"Hombres (035)",6327,4984,1343
"De 3 a 5 años (036)",1108,54,1054
"De 6 a 11 años (037)",2242,1980,262
"De 12 a 16 años (038)",1666,1655,11
"De 17 a 24 años (039)",1311,1295,16
"Mujeres (040)",6479,5135,1344
"De 3 a 5 años (041)",1056,60,996
"De 6 a 11 años (042)",2245,1979,266
"De 12 a 16 años (043)",1737,1719,18
"De 17 a 24 años (044)",1441,1377,64
