"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJAMARCA (000)",316152,47073,47924,20598,202519
"Menos de 1 año (001)",6300,2700,943,387,2304
"De 1 a 14 años (002)",91864,30876,13874,5506,42052
"De 15 a 29 años (003)",95165,7354,9519,5294,73359
"De 30 a 44 años (004)",63134,3421,12953,5550,42002
"De 45 a 64 años (005)",42264,1947,8320,3056,29247
"De 65 y mas años (006)",17425,775,2315,805,13555
"Hombres (008)",155571,22639,24753,11507,97853
"Menos de 1 año (009)",3150,1369,450,206,1145
"De 1 a 14 años (010)",46489,15684,7035,2825,21154
"De 15 a 29 años (011)",46776,3005,4980,2995,35992
"De 30 a 44 años (012)",31129,1308,6955,3205,20183
"De 45 a 64 años (013)",20337,908,4207,1840,13597
"De 65 y mas años (014)",7690,365,1126,436,5782
"Mujeres (016)",160581,24434,23171,9091,104666
"Menos de 1 año (017)",3150,1331,493,181,1159
"De 1 a 14 años (018)",45375,15192,6839,2681,20898
"De 15 a 29 años (019)",48389,4349,4539,2299,37367
"De 30 a 44 años (020)",32005,2113,5998,2345,21819
"De 45 a 64 años (021)",21927,1039,4113,1216,15650
"De 65 y mas años (022)",9735,410,1189,369,7773
,,,,,
"URBANA (024)",174728,13656,39485,17814,105438
"Menos de 1 año (025)",3379,854,787,326,1444
"De 1 a 14 años (026)",45706,7518,11391,4670,22532
"De 15 a 29 años (027)",55246,2614,7441,4610,40878
"De 30 a 44 años (028)",37650,1450,10556,4860,21418
"De 45 a 64 años (029)",24199,884,7317,2661,13609
"De 65 y mas años (030)",8548,336,1993,687,5557
"Hombres (032)",85047,6557,19436,9802,50184
"Menos de 1 año (033)",1719,453,384,175,726
"De 1 a 14 años (034)",23121,3867,5709,2389,11342
"De 15 a 29 años (035)",26743,1045,3626,2542,19674
"De 30 a 44 años (036)",18234,611,5221,2729,10053
"De 45 a 64 años (037)",11590,421,3544,1594,6215
"De 65 y mas años (038)",3640,160,952,373,2174
"Mujeres (040)",89681,7099,20049,8012,55254
"Menos de 1 año (041)",1660,401,403,151,718
"De 1 a 14 años (042)",22585,3651,5682,2281,11190
"De 15 a 29 años (043)",28503,1569,3815,2068,21204
"De 30 a 44 años (044)",19416,839,5335,2131,11365
"De 45 a 64 años (045)",12609,463,3773,1067,7394
"De 65 y mas años (046)",4908,176,1041,314,3383
,,,,,
"RURAL (048)",141424,33417,8439,2784,97081
"Menos de 1 año (049)",2921,1846,156,61,860
"De 1 a 14 años (050)",46158,23358,2483,836,19520
"De 15 a 29 años (051)",39919,4740,2078,684,32481
"De 30 a 44 años (052)",25484,1971,2397,690,20584
"De 45 a 64 años (053)",18065,1063,1003,395,15638
"De 65 y mas años (054)",8877,439,322,118,7998
"Hombres (056)",70524,16082,5317,1705,47669
"Menos de 1 año (057)",1431,916,66,31,419
"De 1 a 14 años (058)",23368,11817,1326,436,9812
"De 15 a 29 años (059)",20033,1960,1354,453,16318
"De 30 a 44 años (060)",12895,697,1734,476,10130
"De 45 a 64 años (061)",8747,487,663,246,7382
"De 65 y mas años (062)",4050,205,174,63,3608
"Mujeres (064)",70900,17335,3122,1079,49412
"Menos de 1 año (065)",1490,930,90,30,441
"De 1 a 14 años (066)",22790,11541,1157,400,9708
"De 15 a 29 años (067)",19886,2780,724,231,16163
"De 30 a 44 años (068)",12589,1274,663,214,10454
"De 45 a 64 años (069)",9318,576,340,149,8256
"De 65 y mas años (070)",4827,234,148,55,4390
