"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MOHO (000)",10830,33026,29080,,421,88.1,1.3
"De 12 a 14 años (001)",1001,8,8,,,100,
"De 15 a 19 años (002)",1233,136,130,48,95.6,35.3,
"De 20 a 24 años (003)",810,656,634,99,96.6,15.1,
"De 25 a 29 años (004)",761,1316,1272,111,96.7,8.4,
"De 30 a 34 años (005)",785,1941,1842,67,94.9,3.5,
"De 35 a 39 años (006)",776,2525,2365,62,93.7,2.5,
"De 40 a 44 años (007)",736,2975,2786,33,93.6,1.1,
"De 45 a 49 años (008)",638,2871,2588,1,90.1,,
"De 50 y más años (009)",4090,20598,17455,,84.7,,
"PEA (010)",5093,17109,15161,214,88.6,1.3,
"De 12 a 14 años (011)",93,3,3,,100,,
"De 15 a 19 años (012)",356,70,69,25,98.6,35.7,
"De 20 a 24 años (013)",457,341,331,54,97.1,15.8,
"De 25 a 29 años (014)",414,693,667,49,96.2,7.1,
"De 30 a 34 años (015)",472,1100,1044,37,94.9,3.4,
"De 35 a 39 años (016)",471,1445,1353,34,93.6,2.4,
"De 40 a 44 años (017)",430,1672,1565,15,93.6,0.9,
"De 45 a 49 años (018)",383,1669,1515,,90.8,,
"De 50 y más años (019)",2017,10116,8614,,85.2,,
"Ocupada (020)",4991,16939,15017,209,88.7,1.2,
"De 12 a 14 años (021)",90,3,3,,100,,
"De 15 a 19 años (022)",337,69,68,25,98.6,36.2,
"De 20 a 24 años (023)",429,331,322,50,97.3,15.1,
"De 25 a 29 años (024)",398,686,661,48,96.4,7,
"De 30 a 34 años (025)",463,1089,1033,37,94.9,3.4,
"De 35 a 39 años (026)",465,1416,1330,34,93.9,2.4,
"De 40 a 44 años (027)",426,1661,1554,15,93.6,0.9,
"De 45 a 49 años (028)",378,1646,1494,,90.8,,
"De 50 y más años (029)",2005,10038,8552,,85.2,,
"Desocupada (030)",102,170,144,5,84.7,2.9,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",19,1,1,,100,,
"De 20 a 24 años (033)",28,10,9,4,90,40,
"De 25 a 29 años (034)",16,7,6,1,85.7,14.3,
"De 30 a 34 años (035)",9,11,11,,100,,
"De 35 a 39 años (036)",6,29,23,,79.3,,
"De 40 a 44 años (037)",4,11,11,,100,,
