"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia OYON (000)",6809,4148,2661
"Casa independiente (001)",6221,3889,2332
"Departamento en edificio (002)",25,25,
"Vivienda en quinta (003)",99,99,
"Vivienda en casa de vecindad (004)",118,118,
"Choza o cabaña (005)",329,,329
"Vivienda improvisada (006)",10,10,
"Local no dest.para hab. humana (007)",7,7,
