"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia OCROS (000)",109,30,79
"De 14 a 29 años (001)",52,22,30
"De 30 a 44 años (002)",32,7,25
"De 45 a 64 años (003)",19,1,18
"De 65 y más años (004)",6,,6
"Hombres (005)",91,23,68
"De 14 a 29 años (006)",41,17,24
"De 30 a 44 años (007)",27,5,22
"De 45 a 64 años (008)",17,1,16
"De 65 y más años (009)",6,,6
"Mujeres (010)",18,7,11
"De 14 a 29 años (011)",11,5,6
"De 30 a 44 años (012)",5,2,3
"De 45 a 64 años (013)",2,,2
,,,
"AREA URBANA (015)",60,15,45
"De 14 a 29 años (016)",36,14,22
"De 30 a 44 años (017)",16,,16
"De 45 a 64 años (018)",7,1,6
"De 65 y más años (019)",1,,1
"Hombres (020)",49,12,37
"De 14 a 29 años (021)",29,11,18
"De 30 a 44 años (022)",13,,13
"De 45 a 64 años (023)",6,1,5
"De 65 y más años (024)",1,,1
"Mujeres (025)",11,3,8
"De 14 a 29 años (026)",7,3,4
"De 30 a 44 años (027)",3,,3
"De 45 a 64 años (028)",1,,1
,,,
"AREA RURAL (030)",49,15,34
"De 14 a 29 años (031)",16,8,8
"De 30 a 44 años (032)",16,7,9
"De 45 a 64 años (033)",12,,12
"De 65 y más años (034)",5,,5
"Hombres (035)",42,11,31
"De 14 a 29 años (036)",12,6,6
"De 30 a 44 años (037)",14,5,9
"De 45 a 64 años (038)",11,,11
"De 65 y más años (039)",5,,5
"Mujeres (040)",7,4,3
"De 14 a 29 años (041)",4,2,2
"De 30 a 44 años (042)",2,2,
"De 45 a 64 años (043)",1,,1
