"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9225,9037,2300,1371,1373,998,1294,812,538,351,188,26506
"De 12 a 14 años (001)",933,923,919,3,1,,,,,,10,5
"De 15 a 19 años (002)",1143,1121,890,211,19,1,,,,,22,252
"De 20 a 24 años (003)",944,897,203,415,215,47,17,,,,47,1056
"De 25 a 29 años (004)",905,863,66,275,295,149,73,5,,,42,1653
"De 30 a 34 años (005)",861,847,40,159,270,183,154,34,6,1,14,2188
"De 35 a 39 años (006)",833,822,34,75,206,213,213,64,14,3,11,2619
"De 40 a 44 años (007)",735,725,20,50,146,143,221,100,31,14,10,2794
"De 45 a 49 años (008)",594,586,16,43,75,88,173,99,70,22,8,2668
"De 50 y más años (009)",2277,2253,112,140,146,174,443,510,417,311,24,13271
"PEA (010)",1810,1750,388,332,356,204,252,129,54,35,60,4436
"De 12 a 14 años (011)",66,65,64,1,,,,,,,1,1
"De 15 a 19 años (012)",180,178,152,22,4,,,,,,2,30
"De 20 a 24 años (013)",191,176,71,76,23,5,1,,,,15,141
"De 25 a 29 años (014)",216,199,35,74,62,21,7,,,,17,290
"De 30 a 34 años (015)",227,220,20,66,65,33,30,6,,,7,462
"De 35 a 39 años (016)",231,223,16,30,71,41,51,13,1,,8,606
"De 40 a 44 años (017)",236,232,5,19,61,54,69,18,5,1,4,769
"De 45 a 49 años (018)",152,148,5,23,38,23,33,17,8,1,4,494
"De 50 y más años (019)",311,309,20,21,32,27,61,75,40,33,2,1643
"Ocupada (020)",1749,1692,351,320,355,200,250,128,54,34,57,4385
"De 12 a 14 años (021)",59,58,57,1,,,,,,,1,1
"De 15 a 19 años (022)",158,157,133,20,4,,,,,,1,28
