"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CORONGO (000)",2569,445,470,1176,23,342,41,72
"Agric., ganadería, caza y silvicultura (001)",1310,4,220,785,12,289,,
"Pesca (002)",1,,1,,,,,
"Explotación de minas y canteras (003)",34,1,33,,,,,
"Industrias manufactureras (004)",110,7,37,60,2,4,,
"Suministro de electricidad, gas y agua (005)",2,1,1,,,,,
"Construcción (006)",143,5,110,24,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",216,26,4,158,1,27,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,1,2,,2,,
"Comercio al por mayor (009)",9,2,,5,1,1,,
"Comercio al por menor (010)",202,24,3,151,,24,,
"Hoteles y restaurantes (011)",63,11,1,42,3,6,,
"Trans., almac. y comunicaciones (012)",51,18,20,11,2,,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",39,30,5,3,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",116,84,32,,,,,
"Enseñanza (016)",212,206,1,5,,,,
"Servicios sociales y de salud (017)",34,32,,2,,,,
"Otras activ. serv.comun.soc y personales (018)",53,9,3,39,1,1,,
"Hogares privados con servicio doméstico (019)",41,,,,,,41,
"Actividad economica no especificada (021)",70,9,2,47,,12,,
"Desocupado (022)",72,,,,,,,72
"Hombres (023)",2051,276,441,974,21,275,3,61
"Agric., ganadería, caza y silvicultura (024)",1237,4,208,755,12,258,,
"Pesca (025)",1,,1,,,,,
"Explotación de minas y canteras (026)",34,1,33,,,,,
"Industrias manufactureras (027)",86,4,30,46,2,4,,
"Suministro de electricidad, gas y agua (028)",2,1,1,,,,,
"Construcción (029)",141,5,108,24,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",108,15,4,79,1,9,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",4,,1,2,,1,,
"Comercio al por mayor (032)",6,1,,4,1,,,
"Comercio al por menor (033)",98,14,3,73,,8,,
"Hoteles y restaurantes (034)",19,7,1,9,2,,,
"Trans., almac. y comunicaciones (035)",50,17,20,11,2,,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",27,21,3,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",91,64,27,,,,,
"Enseñanza (039)",116,113,1,2,,,,
"Servicios sociales y de salud (040)",17,16,,1,,,,
"Otras activ. serv.comun.soc y personales (041)",42,5,3,34,,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,3,
"Actividad economica no especificada (044)",15,2,1,11,,1,,
"Desocupado (045)",61,,,,,,,61
"Mujeres (046)",518,169,29,202,2,67,38,11
"Agric., ganadería, caza y silvicultura (047)",73,,12,30,,31,,
"Industrias manufactureras (050)",24,3,7,14,,,,
"Construcción (052)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",108,11,,79,,18,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,
"Comercio al por mayor (055)",3,1,,1,,1,,
"Comercio al por menor (056)",104,10,,78,,16,,
"Hoteles y restaurantes (057)",44,4,,33,1,6,,
"Trans., almac. y comunicaciones (058)",1,1,,,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",12,9,2,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",25,20,5,,,,,
"Enseñanza (062)",96,93,,3,,,,
"Servicios sociales y de salud (063)",17,16,,1,,,,
"Otras activ. serv.comun.soc y personales (064)",11,4,,5,1,1,,
"Hogares privados con servicio doméstico (065)",38,,,,,,38,
"Actividad economica no especificada (067)",55,7,1,36,,11,,
,,,,,,,,
"URBANA (068)",1423,338,285,583,15,130,32,40
"Agric., ganadería, caza y silvicultura (069)",563,4,136,315,7,101,,
"Pesca (070)",1,,1,,,,,
"Industrias manufactureras (072)",77,5,19,49,2,2,,
"Suministro de electricidad, gas y agua (073)",2,1,1,,,,,
"Construcción (074)",105,2,82,18,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",158,23,2,117,,16,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",2,,1,1,,,,
"Comercio al por mayor (077)",6,1,,5,,,,
"Comercio al por menor (078)",150,22,1,111,,16,,
"Hoteles y restaurantes (079)",42,10,1,25,2,4,,
"Trans., almac. y comunicaciones (080)",29,13,11,4,1,,,
"Intermediación financiera (081)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (082)",32,24,5,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",88,66,22,,,,,
"Enseñanza (084)",154,150,1,3,,,,
"Servicios sociales y de salud (085)",27,25,,2,,,,
"Otras activ. serv.comun.soc y personales (086)",40,8,2,28,1,1,,
"Hogares privados con servicio doméstico (087)",32,,,,,,32,
"Actividad economica no especificada (089)",32,6,2,20,,4,,
"Desocupado (090)",40,,,,,,,40
"Hombres (091)",1066,217,263,443,13,94,3,33
"Agric., ganadería, caza y silvicultura (092)",522,4,130,296,7,85,,
"Pesca (093)",1,,1,,,,,
"Industrias manufactureras (095)",56,3,13,36,2,2,,
"Suministro de electricidad, gas y agua (096)",2,1,1,,,,,
"Construcción (097)",103,2,80,18,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",73,13,2,54,,4,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",2,,1,1,,,,
"Comercio al por mayor (100)",5,1,,4,,,,
"Comercio al por menor (101)",66,12,1,49,,4,,
"Hoteles y restaurantes (102)",13,7,1,4,1,,,
"Trans., almac. y comunicaciones (103)",28,12,11,4,1,,,
"Intermediación financiera (104)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (105)",22,17,3,1,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",69,52,17,,,,,
"Enseñanza (107)",87,85,1,1,,,,
"Servicios sociales y de salud (108)",14,13,,1,,,,
"Otras activ. serv.comun.soc y personales (109)",31,5,2,24,,,,
"Hogares privados con servicio doméstico (110)",3,,,,,,3,
"Actividad economica no especificada (112)",8,2,1,4,,1,,
"Desocupado (113)",33,,,,,,,33
"Mujeres (114)",357,121,22,140,2,36,29,7
"Agric., ganadería, caza y silvicultura (115)",41,,6,19,,16,,
"Industrias manufactureras (118)",21,2,6,13,,,,
"Construcción (120)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",85,10,,63,,12,,
"Comercio al por mayor (123)",1,,,1,,,,
"Comercio al por menor (124)",84,10,,62,,12,,
"Hoteles y restaurantes (125)",29,3,,21,1,4,,
"Trans., almac. y comunicaciones (126)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (128)",10,7,2,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",19,14,5,,,,,
"Enseñanza (130)",67,65,,2,,,,
