"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ILO (000)",24607,21173,3434
"De 3 a 5 años (001)",3367,352,3015
"De 6 a 11 años (002)",6808,6445,363
"De 12 a 16 años (003)",5750,5730,20
"De 17 a 24 años (004)",8682,8646,36
"Hombres (005)",12410,10672,1738
"De 3 a 5 años (006)",1724,182,1542
"De 6 a 11 años (007)",3426,3255,171
"De 12 a 16 años (008)",2891,2880,11
"De 17 a 24 años (009)",4369,4355,14
"Mujeres (010)",12197,10501,1696
"De 3 a 5 años (011)",1643,170,1473
"De 6 a 11 años (012)",3382,3190,192
"De 12 a 16 años (013)",2859,2850,9
"De 17 a 24 años (014)",4313,4291,22
,,,
"URBANA (015)",24244,20819,3425
"De 3 a 5 años (016)",3362,352,3010
"De 6 a 11 años (017)",6788,6428,360
"De 12 a 16 años (018)",5730,5711,19
"De 17 a 24 años (019)",8364,8328,36
"Hombres (020)",12095,10360,1735
"De 3 a 5 años (021)",1722,182,1540
"De 6 a 11 años (022)",3417,3246,171
"De 12 a 16 años (023)",2876,2866,10
"De 17 a 24 años (024)",4080,4066,14
"Mujeres (025)",12149,10459,1690
"De 3 a 5 años (026)",1640,170,1470
"De 6 a 11 años (027)",3371,3182,189
"De 12 a 16 años (028)",2854,2845,9
"De 17 a 24 años (029)",4284,4262,22
,,,
"RURAL (030)",363,354,9
"De 3 a 5 años (031)",5,,5
"De 6 a 11 años (032)",20,17,3
"De 12 a 16 años (033)",20,19,1
"De 17 a 24 años (034)",318,318,
"Hombres (035)",315,312,3
"De 3 a 5 años (036)",2,,2
"De 6 a 11 años (037)",9,9,
"De 12 a 16 años (038)",15,14,1
"De 17 a 24 años (039)",289,289,
"Mujeres (040)",48,42,6
"De 3 a 5 años (041)",3,,3
"De 6 a 11 años (042)",11,8,3
"De 12 a 16 años (043)",5,5,
"De 17 a 24 años (044)",29,29,
