"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SATIPO",,,,,,,
"Viviendas particulares (001)",41269,5154,644,1293,26557,4770,2851
"Ocupantes presentes (002)",190821,19899,2914,6142,126025,22805,13036
"Casa independiente",,,,,,,
"Viviendas particulares (004)",23873,3506,585,897,16877,1138,870
"Ocupantes presentes (005)",108612,14113,2720,4266,78865,4884,3764
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",133,85,,8,37,1,2
"Ocupantes presentes (008)",535,285,,40,204,2,4
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",963,750,,26,146,11,30
"Ocupantes presentes (011)",3270,2403,,104,629,36,98
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",563,371,,26,135,9,22
"Ocupantes presentes (014)",2410,1411,,130,756,42,71
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",15368,349,44,325,9278,3582,1790
"Ocupantes presentes (017)",74448,1362,143,1549,45203,17730,8461
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",128,59,15,11,28,7,8
"Ocupantes presentes (020)",537,243,51,53,136,24,30
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",64,24,,,24,13,3
"Ocupantes presentes (023)",236,60,,,118,46,12
"Otro tipo",,,,,,,
"Viviendas particulares (025)",177,10,,,32,9,126
"Ocupantes presentes (026)",773,22,,,114,41,596
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",11433,3870,518,696,5744,223,382
"Ocupantes presentes (029)",51152,14891,2390,3311,28147,901,1512
"Casa independiente",,,,,,,
"Viviendas particulares (031)",9610,2582,503,625,5390,191,319
"Ocupantes presentes (032)",44314,10500,2339,2984,26403,786,1302
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",133,85,,8,37,1,2
"Ocupantes presentes (035)",535,285,,40,204,2,4
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",963,750,,26,146,11,30
"Ocupantes presentes (038)",3270,2403,,104,629,36,98
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",563,371,,26,135,9,22
"Ocupantes presentes (041)",2410,1411,,130,756,42,71
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",128,59,15,11,28,7,8
"Ocupantes presentes (047)",537,243,51,53,136,24,30
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",24,20,,,4,,
"Ocupantes presentes (050)",49,39,,,10,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",12,3,,,4,4,1
"Ocupantes presentes (053)",37,10,,,9,11,7
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",29836,1284,126,597,20813,4547,2469
"Ocupantes presentes (056)",139669,5008,524,2831,97878,21904,11524
"Casa independiente",,,,,,,
"Viviendas particulares (058)",14263,924,82,272,11487,947,551
"Ocupantes presentes (059)",64298,3613,381,1282,52462,4098,2462
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",15368,349,44,325,9278,3582,1790
"Ocupantes presentes (071)",74448,1362,143,1549,45203,17730,8461
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",40,4,,,20,13,3
"Ocupantes presentes (077)",187,21,,,108,46,12
"Otro tipo",,,,,,,
"Viviendas particulares (079)",165,7,,,28,5,125
"Ocupantes presentes (080)",736,12,,,105,30,589
