"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MOYOBAMBA (000)",28218,594,13315,7708,2288,798,346,130,10,,3029
"Catolica (001)",16326,324,7243,4592,1524,538,239,82,7,,1777
"Cristiana / Evangelica (002)",6807,129,3316,1882,496,163,65,33,1,,722
"Otra (003)",2578,56,1338,695,152,55,31,10,1,,240
"Ninguna (004)",2507,85,1418,539,116,42,11,5,1,,290
,,,,,,,,,,,
"URBANA (006)",18083,294,7754,5225,1751,641,278,101,7,,2032
"Catolica (007)",11206,174,4500,3338,1229,450,193,65,5,,1252
"Cristiana / Evangelica (008)",3914,57,1766,1105,335,123,50,26,1,,451
"Otra (009)",1642,34,802,457,113,39,26,6,1,,164
"Ninguna (010)",1321,29,686,325,74,29,9,4,,,165
,,,,,,,,,,,
"RURAL (012)",10135,300,5561,2483,537,157,68,29,3,,997
"Catolica (013)",5120,150,2743,1254,295,88,46,17,2,,525
"Cristiana / Evangelica (014)",2893,72,1550,777,161,40,15,7,,,271
"Otra (015)",936,22,536,238,39,16,5,4,,,76
"Ninguna (016)",1186,56,732,214,42,13,2,1,1,,125
