"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AIJA (000)",7445,1018,266,3174,1965,343,403,92,184
"Quechua (001)",2807,568,70,1333,533,126,107,42,28
"Aymara (002)",3,,1,1,,1,,,
"Otra lengua nativa (004)",4,,,2,,,,,2
"Castellano (005)",4623,443,195,1838,1431,216,296,50,154
"Es sordomudo/a (007)",8,7,,,1,,,,
"Hombres (009)",3719,338,126,1549,1062,207,262,56,119
"Quechua (010)",1343,139,30,663,299,86,78,26,22
"Aymara (011)",1,,,,,1,,,
"Otra lengua nativa (013)",3,,,1,,,,,2
"Castellano (014)",2370,197,96,885,763,120,184,30,95
"Es sordomudo/a (016)",2,2,,,,,,,
"Mujeres (018)",3726,680,140,1625,903,136,141,36,65
"Quechua (019)",1464,429,40,670,234,40,29,16,6
"Aymara (020)",2,,1,1,,,,,
"Otra lengua nativa (022)",1,,,1,,,,,
"Castellano (023)",2253,246,99,953,668,96,112,20,59
"Es sordomudo/a (025)",6,5,,,1,,,,
,,,,,,,,,
"URBANA (027)",2376,173,82,878,695,132,235,41,140
"Quechua (028)",359,38,1,160,71,28,38,7,16
"Aymara (029)",1,,1,,,,,,
"Otra lengua nativa (031)",4,,,2,,,,,2
"Castellano (032)",2012,135,80,716,624,104,197,34,122
"Hombres (036)",1176,70,40,407,332,72,147,19,89
"Quechua (037)",170,3,1,76,24,24,26,2,14
"Otra lengua nativa (040)",3,,,1,,,,,2
"Castellano (041)",1003,67,39,330,308,48,121,17,73
"Mujeres (045)",1200,103,42,471,363,60,88,22,51
"Quechua (046)",189,35,,84,47,4,12,5,2
"Aymara (047)",1,,1,,,,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",1009,68,41,386,316,56,76,17,49
,,,,,,,,,
"RURAL (054)",5069,845,184,2296,1270,211,168,51,44
"Quechua (055)",2448,530,69,1173,462,98,69,35,12
"Aymara (056)",2,,,1,,1,,,
"Castellano (059)",2611,308,115,1122,807,112,99,16,32
"Es sordomudo/a (061)",8,7,,,1,,,,
"Hombres (063)",2543,268,86,1142,730,135,115,37,30
"Quechua (064)",1173,136,29,587,275,62,52,24,8
"Aymara (065)",1,,,,,1,,,
"Castellano (068)",1367,130,57,555,455,72,63,13,22
"Es sordomudo/a (070)",2,2,,,,,,,
"Mujeres (072)",2526,577,98,1154,540,76,53,14,14
"Quechua (073)",1275,394,40,586,187,36,17,11,4
"Aymara (074)",1,,,1,,,,,
"Castellano (077)",1244,178,58,567,352,40,36,3,10
"Es sordomudo/a (079)",6,5,,,1,,,,
