"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia LUCANAS",,,,,,,
"Hogares (001)",19325,879,332,192,404,483,17305
"Ocupantes presentes (002)",64590,2806,965,788,1362,1728,57764
"Casa independiente",,,,,,,
"Hogares (004)",17140,821,309,163,363,421,15319
"Ocupantes presentes (005)",58552,2654,900,696,1232,1524,52330
"Departamento en edificio",,,,,,,
"Hogares (007)",10,,,,,,10
"Ocupantes presentes (008)",34,,,,,,34
"Vivienda en quinta",,,,,,,
"Hogares (010)",65,,,,1,3,61
"Ocupantes presentes (011)",192,,,,1,8,183
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",75,2,1,,,1,72
"Ocupantes presentes (014)",228,6,2,,,6,216
"Choza o cabaña",,,,,,,
"Hogares (016)",1993,55,22,29,40,58,1802
"Ocupantes presentes (017)",5469,145,63,92,129,190,4887
"Vivienda improvisada",,,,,,,
"Hogares (019)",2,,,,,,2
"Ocupantes presentes (020)",12,,,,,,12
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",31,1,,,,,30
"Ocupantes presentes (023)",77,1,,,,,76
"Otro tipo",,,,,,,
"Hogares (025)",9,,,,,,9
"Ocupantes presentes (026)",26,,,,,,26
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",10650,617,195,77,256,268,9402
"Ocupantes presentes (029)",37913,1981,533,321,907,977,33685
"Casa independiente",,,,,,,
"Hogares (031)",10480,615,194,77,255,264,9239
"Ocupantes presentes (032)",37400,1975,531,321,906,963,33193
"Departamento en edificio",,,,,,,
"Hogares (034)",10,,,,,,10
"Ocupantes presentes (035)",34,,,,,,34
"Vivienda en quinta",,,,,,,
"Hogares (037)",65,,,,1,3,61
"Ocupantes presentes (038)",192,,,,1,8,183
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",75,2,1,,,1,72
"Ocupantes presentes (041)",228,6,2,,,6,216
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",2,,,,,,2
"Ocupantes presentes (047)",12,,,,,,12
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",16,,,,,,16
"Ocupantes presentes (050)",44,,,,,,44
"Otro tipo",,,,,,,
"Hogares (052)",2,,,,,,2
"Ocupantes presentes (053)",3,,,,,,3
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",8675,262,137,115,148,215,7903
"Ocupantes presentes (056)",26677,825,432,467,455,751,24079
"Casa independiente",,,,,,,
"Hogares (058)",6660,206,115,86,108,157,6080
"Ocupantes presentes (059)",21152,679,369,375,326,561,19137
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",1993,55,22,29,40,58,1802
"Ocupantes presentes (071)",5469,145,63,92,129,190,4887
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",15,1,,,,,14
"Ocupantes presentes (077)",33,1,,,,,32
"Otro tipo",,,,,,,
"Hogares (079)",7,,,,,,7
"Ocupantes presentes (080)",23,,,,,,23
