"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCANE (000)",23192,20686,1156,389,961
"Sin nivel (001)",3274,3196,60,9,9
"Educación inicial (002)",9,9,,,
"Primaria (003)",9494,9058,357,41,38
"Secundaria (004)",7583,6883,396,84,220
"Superior no univ. incompleta (005)",546,427,38,19,62
"Superior no univ. completa (006)",1022,532,127,88,275
"Superior univ. incompleta (007)",382,242,30,30,80
"Superior univ. completa (008)",882,339,148,118,277
"De 06 a 14 años (010)",393,358,35,,
"Sin nivel (011)",9,6,3,,
"Educación inicial (012)",3,3,,,
"Primaria (013)",261,236,25,,
"Secundaria (014)",120,113,7,,
"De 15 a 29 años (020)",5397,4741,321,89,246
"Sin nivel (021)",73,69,3,1,
"Educación inicial (022)",4,4,,,
"Primaria (023)",1124,1057,58,6,3
"Secundaria (024)",3247,2973,182,29,63
"Superior no univ. incompleta (025)",279,225,21,7,26
"Superior no univ. completa (026)",310,212,23,18,57
"Superior univ. incompleta (027)",160,119,10,10,21
"Superior univ. completa (028)",200,82,24,18,76
"De 30 a 44 años (030)",6691,5676,437,166,412
"Sin nivel (031)",229,215,13,1,
"Educación inicial (032)",2,2,,,
"Primaria (033)",2505,2348,136,9,12
"Secundaria (034)",2704,2455,138,33,78
"Superior no univ. incompleta (035)",188,155,9,8,16
"Superior no univ. completa (036)",517,252,63,49,153
"Superior univ. incompleta (037)",143,87,11,13,32
"Superior univ. completa (038)",403,162,67,53,121
"De 45 a 64 años (040)",7110,6393,316,118,283
"Sin nivel (041)",1389,1354,27,3,5
"Primaria (043)",3784,3637,114,16,17
"Secundaria (044)",1343,1184,65,21,73
"Superior no univ. incompleta (045)",76,44,8,4,20
"Superior no univ. completa (046)",177,55,39,21,62
"Superior univ. incompleta (047)",75,34,8,7,26
"Superior univ. completa (048)",266,85,55,46,80
"De 65 y más años (050)",3601,3518,47,16,20
"Sin nivel (051)",1574,1552,14,4,4
"Primaria (053)",1820,1780,24,10,6
"Secundaria (054)",169,158,4,1,6
"Superior no univ. incompleta (055)",3,3,,,
"Superior no univ. completa (056)",18,13,2,,3
"Superior univ. incompleta (057)",4,2,1,,1
"Superior univ. completa (058)",13,10,2,1,
,,,,,
"URBANA (060)",4735,3487,348,223,677
