"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia YUNGUYO",,,,,,,,,
"Viviendas particulares (001)",13233,2148,4865,3135,1621,672,351,175,266
"Ocupantes presentes (002)",47148,5676,16201,12059,6790,2903,1512,730,1277
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12997,2061,4792,3087,1606,664,350,174,263
"Ocupantes presentes (005)",46455,5505,15983,11884,6730,2867,1505,724,1257
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",8,2,,3,2,,,,1
"Ocupantes presentes (008)",32,3,,9,11,,,,9
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",17,3,2,4,1,3,1,1,2
"Ocupantes presentes (011)",61,11,5,8,5,8,7,6,11
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,3,3,3,,3,,,
"Ocupantes presentes (014)",58,8,18,13,,19,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",191,76,66,36,11,2,,,
"Ocupantes presentes (017)",527,143,189,143,43,9,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,1,2,2,1,,,,
"Ocupantes presentes (023)",11,2,6,2,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4466,564,1104,946,725,450,275,154,248
"Ocupantes presentes (029)",17145,1660,3874,3737,2992,1926,1154,646,1156
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4422,554,1097,934,721,444,274,153,245
"Ocupantes presentes (032)",16981,1634,3845,3705,2975,1899,1147,640,1136
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",8,2,,3,2,,,,1
"Ocupantes presentes (035)",32,3,,9,11,,,,9
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",17,3,2,4,1,3,1,1,2
"Ocupantes presentes (038)",61,11,5,8,5,8,7,6,11
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,3,3,3,,3,,,
"Ocupantes presentes (041)",58,8,18,13,,19,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,2,2,1,,,,
"Ocupantes presentes (050)",9,,6,2,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,2,,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8767,1584,3761,2189,896,222,76,21,18
"Ocupantes presentes (056)",30003,4016,12327,8322,3798,977,358,84,121
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8575,1507,3695,2153,885,220,76,21,18
"Ocupantes presentes (059)",29474,3871,12138,8179,3755,968,358,84,121
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",191,76,66,36,11,2,,,
"Ocupantes presentes (071)",527,143,189,143,43,9,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
