"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia AZANGARO (000)",65747,55611,10136
"De 3 a 5 años (001)",9226,889,8337
"De 6 a 11 años (002)",19924,18426,1498
"De 12 a 16 años (003)",17139,17062,77
"De 17 a 24 años (004)",19458,19234,224
"Hombres (005)",32922,27910,5012
"De 3 a 5 años (006)",4629,458,4171
"De 6 a 11 años (007)",10074,9332,742
"De 12 a 16 años (008)",8731,8695,36
"De 17 a 24 años (009)",9488,9425,63
"Mujeres (010)",32825,27701,5124
"De 3 a 5 años (011)",4597,431,4166
"De 6 a 11 años (012)",9850,9094,756
"De 12 a 16 años (013)",8408,8367,41
"De 17 a 24 años (014)",9970,9809,161
,,,
"URBANA (015)",18349,15947,2402
"De 3 a 5 años (016)",2375,305,2070
"De 6 a 11 años (017)",5241,4961,280
"De 12 a 16 años (018)",4818,4808,10
"De 17 a 24 años (019)",5915,5873,42
"Hombres (020)",9230,8024,1206
"De 3 a 5 años (021)",1181,158,1023
"De 6 a 11 años (022)",2676,2515,161
"De 12 a 16 años (023)",2445,2438,7
"De 17 a 24 años (024)",2928,2913,15
"Mujeres (025)",9119,7923,1196
"De 3 a 5 años (026)",1194,147,1047
"De 6 a 11 años (027)",2565,2446,119
"De 12 a 16 años (028)",2373,2370,3
"De 17 a 24 años (029)",2987,2960,27
,,,
"RURAL (030)",47398,39664,7734
"De 3 a 5 años (031)",6851,584,6267
"De 6 a 11 años (032)",14683,13465,1218
"De 12 a 16 años (033)",12321,12254,67
"De 17 a 24 años (034)",13543,13361,182
"Hombres (035)",23692,19886,3806
"De 3 a 5 años (036)",3448,300,3148
"De 6 a 11 años (037)",7398,6817,581
"De 12 a 16 años (038)",6286,6257,29
"De 17 a 24 años (039)",6560,6512,48
"Mujeres (040)",23706,19778,3928
"De 3 a 5 años (041)",3403,284,3119
"De 6 a 11 años (042)",7285,6648,637
"De 12 a 16 años (043)",6035,5997,38
"De 17 a 24 años (044)",6983,6849,134
