"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MORROPON (000)",47136,778,13887,15363,13052,4056
"Empleado (001)",6182,39,1927,2476,1633,107
"Obrero (002)",10275,120,3749,3536,2345,525
"Trabajador independiente (003)",23160,149,4959,7537,7635,2880
"Empleador o patrono (004)",854,,164,268,303,119
"Trabajador familiar no remunerado (005)",5842,450,2632,1336,1013,411
"Trabajador del hogar (006)",823,20,456,210,123,14
"Hombres (008)",36566,575,10806,11514,10199,3472
"Empleado (009)",3339,28,1000,1286,960,65
"Obrero (010)",9283,101,3389,3210,2115,468
"Trabajador independiente (011)",18807,110,4050,5878,6231,2538
"Empleador o patrono (012)",737,,138,229,263,107
"Trabajador familiar no remunerado (013)",4369,336,2213,905,623,292
"Trabajador del hogar (014)",31,,16,6,7,2
"Mujeres (016)",10570,203,3081,3849,2853,584
"Empleado (017)",2843,11,927,1190,673,42
"Obrero (018)",992,19,360,326,230,57
"Trabajador independiente (019)",4353,39,909,1659,1404,342
"Empleador o patrono (020)",117,,26,39,40,12
"Trabajador familiar no remunerado (021)",1473,114,419,431,390,119
"Trabajador del hogar (022)",792,20,440,204,116,12
,,,,,,
"URBANA (024)",28918,369,8365,9916,8128,2140
"Empleado (025)",5461,37,1686,2172,1476,90
"Obrero (026)",6111,59,2158,2149,1417,328
"Trabajador independiente (027)",13917,91,3151,4695,4515,1465
"Empleador o patrono (028)",614,,121,193,216,84
"Trabajador familiar no remunerado (029)",2162,164,914,524,401,159
"Trabajador del hogar (030)",653,18,335,183,103,14
"Hombres (032)",20800,272,6055,6830,5897,1746
"Empleado (033)",2941,27,875,1131,852,56
"Obrero (034)",5436,52,1911,1910,1266,297
"Trabajador independiente (035)",10474,72,2441,3344,3397,1220
"Empleador o patrono (036)",508,,99,159,178,72
"Trabajador familiar no remunerado (037)",1417,121,718,280,199,99
"Trabajador del hogar (038)",24,,11,6,5,2
"Mujeres (040)",8118,97,2310,3086,2231,394
"Empleado (041)",2520,10,811,1041,624,34
"Obrero (042)",675,7,247,239,151,31
"Trabajador independiente (043)",3443,19,710,1351,1118,245
"Empleador o patrono (044)",106,,22,34,38,12
"Trabajador familiar no remunerado (045)",745,43,196,244,202,60
"Trabajador del hogar (046)",629,18,324,177,98,12
,,,,,,
"RURAL (048)",18218,409,5522,5447,4924,1916
"Empleado (049)",721,2,241,304,157,17
"Obrero (050)",4164,61,1591,1387,928,197
"Trabajador independiente (051)",9243,58,1808,2842,3120,1415
"Empleador o patrono (052)",240,,43,75,87,35
"Trabajador familiar no remunerado (053)",3680,286,1718,812,612,252
"Trabajador del hogar (054)",170,2,121,27,20,
"Hombres (056)",15766,303,4751,4684,4302,1726
"Empleado (057)",398,1,125,155,108,9
"Obrero (058)",3847,49,1478,1300,849,171
"Trabajador independiente (059)",8333,38,1609,2534,2834,1318
"Empleador o patrono (060)",229,,39,70,85,35
"Trabajador familiar no remunerado (061)",2952,215,1495,625,424,193
"Trabajador del hogar (062)",7,,5,,2,
"Mujeres (064)",2452,106,771,763,622,190
"Empleado (065)",323,1,116,149,49,8
"Obrero (066)",317,12,113,87,79,26
"Trabajador independiente (067)",910,20,199,308,286,97
"Empleador o patrono (068)",11,,4,5,2,
"Trabajador familiar no remunerado (069)",728,71,223,187,188,59
"Trabajador del hogar (070)",163,2,116,27,18,
