"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia POMABAMBA (000)",15285,14375,910
"Hombres (001)",7162,6908,254
"Mujeres (002)",8123,7467,656
"De 18 a 29 años (003)",4723,4591,132
"Hombres (004)",2249,2206,43
"Mujeres (005)",2474,2385,89
"De 30 a 44 años (006)",4640,4552,88
"Hombres (007)",2255,2219,36
"Mujeres (008)",2385,2333,52
"De 45 a 64 años (009)",3824,3605,219
"Hombres (010)",1783,1721,62
"Mujeres (011)",2041,1884,157
"De 65 y más años (012)",2098,1627,471
"Hombres (013)",875,762,113
"Mujeres (014)",1223,865,358
,,,
"URBANA (015)",3775,3672,103
"Hombres (016)",1816,1787,29
"Mujeres (017)",1959,1885,74
"De 18 a 29 años (018)",1182,1156,26
"Hombres (019)",557,547,10
"Mujeres (020)",625,609,16
"De 30 a 44 años (021)",1243,1235,8
"Hombres (022)",629,624,5
"Mujeres (023)",614,611,3
"De 45 a 64 años (024)",917,897,20
"Hombres (025)",442,437,5
"Mujeres (026)",475,460,15
"De 65 y más años (027)",433,384,49
"Hombres (028)",188,179,9
"Mujeres (029)",245,205,40
,,,
"RURAL (030)",11510,10703,807
"Hombres (031)",5346,5121,225
"Mujeres (032)",6164,5582,582
"De 18 a 29 años (033)",3541,3435,106
"Hombres (034)",1692,1659,33
"Mujeres (035)",1849,1776,73
"De 30 a 44 años (036)",3397,3317,80
"Hombres (037)",1626,1595,31
"Mujeres (038)",1771,1722,49
"De 45 a 64 años (039)",2907,2708,199
"Hombres (040)",1341,1284,57
"Mujeres (041)",1566,1424,142
"De 65 y más años (042)",1665,1243,422
"Hombres (043)",687,583,104
"Mujeres (044)",978,660,318
