"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CASMA (000)",37505,7840,11361,8760,6556,2988
"Hombres (001)",19169,4049,5846,4373,3322,1579
"Mujeres (002)",18336,3791,5515,4387,3234,1409
"PEA (003)",16834,158,5675,5976,4048,977
"Hombres (004)",12074,107,4129,4080,2927,831
"Mujeres (005)",4760,51,1546,1896,1121,146
"Ocupada (006)",15974,135,5216,5764,3915,944
"Hombres (007)",11439,89,3810,3922,2819,799
"Mujeres (008)",4535,46,1406,1842,1096,145
"Desocupada (009)",860,23,459,212,133,33
"Hombres (010)",635,18,319,158,108,32
"Mujeres (011)",225,5,140,54,25,1
"No PEA (012)",20671,7682,5686,2784,2508,2011
"Hombres (013)",7095,3942,1717,293,395,748
"Mujeres (014)",13576,3740,3969,2491,2113,1263
,,,,,,
"URBANA (018)",26141,5259,7940,6317,4627,1998
"Hombres (019)",13140,2706,3981,3095,2317,1041
"Mujeres (020)",13001,2553,3959,3222,2310,957
"PEA (021)",12177,106,4038,4504,2969,560
"Hombres (022)",8059,68,2710,2850,1988,443
"Mujeres (023)",4118,38,1328,1654,981,117
"Ocupada (024)",11527,91,3682,4344,2866,544
"Hombres (025)",7608,57,2476,2740,1908,427
"Mujeres (026)",3919,34,1206,1604,958,117
"Desocupada (027)",650,15,356,160,103,16
"Hombres (028)",451,11,234,110,80,16
"Mujeres (029)",199,4,122,50,23,
"No PEA (030)",13964,5153,3902,1813,1658,1438
"Hombres (031)",5081,2638,1271,245,329,598
"Mujeres (032)",8883,2515,2631,1568,1329,840
,,,,,,
"RURAL (036)",11364,2581,3421,2443,1929,990
"Hombres (037)",6029,1343,1865,1278,1005,538
"Mujeres (038)",5335,1238,1556,1165,924,452
"PEA (039)",4657,52,1637,1472,1079,417
"Hombres (040)",4015,39,1419,1230,939,388
"Mujeres (041)",642,13,218,242,140,29
"Ocupada (042)",4447,44,1534,1420,1049,400
"Hombres (043)",3831,32,1334,1182,911,372
"Mujeres (044)",616,12,200,238,138,28
"Desocupada (045)",210,8,103,52,30,17
"Hombres (046)",184,7,85,48,28,16
"Mujeres (047)",26,1,18,4,2,1
"No PEA (048)",6707,2529,1784,971,850,573
"Hombres (049)",2014,1304,446,48,66,150
"Mujeres (050)",4693,1225,1338,923,784,423
