"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia PARINACOCHAS (000)",15854,7900,180,289,6738,364,19,19,1,344
"Hombres (001)",6164,3981,107,157,1513,152,16,15,1,222
"Mujeres (002)",9690,3919,73,132,5225,212,3,4,,122
"De 06 a 14 años (003)",6230,5855,,,237,65,,5,,68
"Hombres (004)",3135,2950,,,123,30,,5,,27
"Mujeres (005)",3095,2905,,,114,35,,,,41
"De 15 a 29 años (006)",3916,1974,4,50,1795,,8,5,1,79
"Hombres (007)",1489,1003,1,23,393,,6,3,1,59
"Mujeres (008)",2427,971,3,27,1402,,2,2,,20
"De 30 a 44 años (009)",1953,53,7,71,1739,,4,5,,74
"Hombres (010)",466,20,3,37,342,,4,4,,56
"Mujeres (011)",1487,33,4,34,1397,,,1,,18
"De 45 a 64 años (012)",1812,14,63,85,1581,4,4,1,,60
"Hombres (013)",467,6,30,53,332,3,4,1,,38
"Mujeres (014)",1345,8,33,32,1249,1,,,,22
"De 65 y más años (015)",1943,4,106,83,1386,295,3,3,,63
"Hombres (016)",607,2,73,44,323,119,2,2,,42
"Mujeres (017)",1336,2,33,39,1063,176,1,1,,21
,,,,,,,,,,
"AREA URBANA (018)",8854,4831,143,154,3375,190,9,7,,145
"Hombres (019)",3450,2426,78,72,697,77,8,4,,88
"Mujeres (020)",5404,2405,65,82,2678,113,1,3,,57
"De 06 a 14 años (021)",3584,3421,,,106,36,,1,,20
"Hombres (022)",1834,1749,,,57,17,,1,,10
"Mujeres (023)",1750,1672,,,49,19,,,,10
"De 15 a 29 años (024)",2390,1361,2,34,942,,4,3,,44
"Hombres (025)",895,662,,15,183,,4,1,,30
"Mujeres (026)",1495,699,2,19,759,,,2,,14
"De 30 a 44 años (027)",1072,37,5,35,963,,2,2,,28
"Hombres (028)",217,11,2,15,170,,2,1,,16
"Mujeres (029)",855,26,3,20,793,,,1,,12
"De 45 a 64 años (030)",849,9,55,37,720,2,1,,,25
"Hombres (031)",224,3,26,20,156,1,1,,,17
"Mujeres (032)",625,6,29,17,564,1,,,,8
"De 65 y más años (033)",959,3,81,48,644,152,2,1,,28
"Hombres (034)",280,1,50,22,131,59,1,1,,15
"Mujeres (035)",679,2,31,26,513,93,1,,,13
,,,,,,,,,,
"AREA RURAL (036)",7000,3069,37,135,3363,174,10,12,1,199
"Hombres (037)",2714,1555,29,85,816,75,8,11,1,134
"Mujeres (038)",4286,1514,8,50,2547,99,2,1,,65
"De 06 a 14 años (039)",2646,2434,,,131,29,,4,,48
"Hombres (040)",1301,1201,,,66,13,,4,,17
"Mujeres (041)",1345,1233,,,65,16,,,,31
"De 15 a 29 años (042)",1526,613,2,16,853,,4,2,1,35
"Hombres (043)",594,341,1,8,210,,2,2,1,29
"Mujeres (044)",932,272,1,8,643,,2,,,6
"De 30 a 44 años (045)",881,16,2,36,776,,2,3,,46
"Hombres (046)",249,9,1,22,172,,2,3,,40
"Mujeres (047)",632,7,1,14,604,,,,,6
"De 45 a 64 años (048)",963,5,8,48,861,2,3,1,,35
"Hombres (049)",243,3,4,33,176,2,3,1,,21
"Mujeres (050)",720,2,4,15,685,,,,,14
"De 65 y más años (051)",984,1,25,35,742,143,1,2,,35
"Hombres (052)",327,1,23,22,192,60,1,1,,27
"Mujeres (053)",657,,2,13,550,83,,1,,8
