"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR",,,,,,,,,
"Viviendas particulares (001)",1638,1416,199,12,8,1,,1,1
"Ocupantes presentes (002)",6697,5808,793,49,33,8,,4,2
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1618,1398,198,11,8,1,,1,1
"Ocupantes presentes (005)",6633,5751,790,45,33,8,,4,2
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,4,,,,,,,
"Ocupantes presentes (008)",10,10,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",9,9,,,,,,,
"Ocupantes presentes (011)",27,27,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,2,1,,,,,,
"Ocupantes presentes (014)",14,11,3,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,3,,1,,,,,
"Ocupantes presentes (023)",13,9,,4,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1260,1050,187,12,8,1,,1,1
"Ocupantes presentes (029)",5256,4412,748,49,33,8,,4,2
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1240,1032,186,11,8,1,,1,1
"Ocupantes presentes (032)",5192,4355,745,45,33,8,,4,2
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,4,,,,,,,
"Ocupantes presentes (035)",10,10,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",9,9,,,,,,,
"Ocupantes presentes (038)",27,27,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,2,1,,,,,,
"Ocupantes presentes (041)",14,11,3,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,3,,1,,,,,
"Ocupantes presentes (050)",13,9,,4,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",378,366,12,,,,,,
"Ocupantes presentes (056)",1441,1396,45,,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",378,366,12,,,,,,
"Ocupantes presentes (059)",1441,1396,45,,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
