"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ASUNCION (000)",2278,449,431,1067,43,219,69
"Sin nivel (001)",446,14,70,285,10,49,18
"Educación inicial (002)",6,,1,4,,1,
"Primaria (003)",632,21,130,364,20,74,23
"Secundaria (004)",590,50,161,270,10,74,25
"Superior no univ. incompleta (005)",93,28,21,35,2,6,1
"Superior no univ. completa (006)",318,188,35,85,1,8,1
"Superior univ. incompleta (007)",61,47,4,5,,5,
"Superior univ. completa (008)",132,101,9,19,,2,1
"Hombres (010)",1694,241,378,916,41,113,5
"Sin nivel (011)",314,4,50,242,8,9,1
"Educación inicial (012)",6,,1,4,,1,
"Primaria (013)",518,12,114,328,20,42,2
"Secundaria (014)",460,30,148,220,10,51,1
"Superior no univ. incompleta (015)",74,17,19,32,2,4,
"Superior no univ. completa (016)",226,112,35,75,1,2,1
"Superior univ. incompleta (017)",30,20,4,3,,3,
"Superior univ. completa (018)",66,46,7,12,,1,
"Mujeres (020)",584,208,53,151,2,106,64
"Sin nivel (021)",132,10,20,43,2,40,17
"Primaria (023)",114,9,16,36,,32,21
"Secundaria (024)",130,20,13,50,,23,24
"Superior no univ. incompleta (025)",19,11,2,3,,2,1
"Superior no univ. completa (026)",92,76,,10,,6,
"Superior univ. incompleta (027)",31,27,,2,,2,
"Superior univ. completa (028)",66,55,2,7,,1,1
,,,,,,,
"URBANA (030)",821,329,161,247,11,48,25
"Sin nivel (031)",37,6,12,9,3,5,2
"Primaria (033)",124,13,35,50,3,14,9
"Secundaria (034)",206,27,64,81,4,17,13
"Superior no univ. incompleta (035)",69,26,14,26,1,2,
"Superior no univ. completa (036)",234,140,25,61,,8,
"Superior univ. incompleta (037)",48,39,3,5,,1,
"Superior univ. completa (038)",103,78,8,15,,1,1
"Hombres (040)",516,163,145,177,10,20,1
"Sin nivel (041)",18,1,9,3,2,3,
"Primaria (043)",77,7,27,33,3,6,1
"Secundaria (044)",136,13,61,51,4,7,
"Superior no univ. incompleta (045)",56,15,14,24,1,2,
"Superior no univ. completa (046)",159,78,25,54,,2,
"Superior univ. incompleta (047)",20,14,3,3,,,
"Superior univ. completa (048)",50,35,6,9,,,
"Mujeres (050)",305,166,16,70,1,28,24
"Sin nivel (051)",19,5,3,6,1,2,2
"Primaria (053)",47,6,8,17,,8,8
"Secundaria (054)",70,14,3,30,,10,13
"Superior no univ. incompleta (055)",13,11,,2,,,
"Superior no univ. completa (056)",75,62,,7,,6,
"Superior univ. incompleta (057)",28,25,,2,,1,
"Superior univ. completa (058)",53,43,2,6,,1,1
,,,,,,,
"RURAL (060)",1457,120,270,820,32,171,44
"Sin nivel (061)",409,8,58,276,7,44,16
"Educación inicial (062)",6,,1,4,,1,
"Primaria (063)",508,8,95,314,17,60,14
"Secundaria (064)",384,23,97,189,6,57,12
"Superior no univ. incompleta (065)",24,2,7,9,1,4,1
"Superior no univ. completa (066)",84,48,10,24,1,,1
"Superior univ. incompleta (067)",13,8,1,,,4,
"Superior univ. completa (068)",29,23,1,4,,1,
"Hombres (070)",1178,78,233,739,31,93,4
"Sin nivel (071)",296,3,41,239,6,6,1
"Educación inicial (072)",6,,1,4,,1,
"Primaria (073)",441,5,87,295,17,36,1
"Secundaria (074)",324,17,87,169,6,44,1
"Superior no univ. incompleta (075)",18,2,5,8,1,2,
"Superior no univ. completa (076)",67,34,10,21,1,,1
"Superior univ. incompleta (077)",10,6,1,,,3,
"Superior univ. completa (078)",16,11,1,3,,1,
"Mujeres (080)",279,42,37,81,1,78,40
"Sin nivel (081)",113,5,17,37,1,38,15
"Primaria (083)",67,3,8,19,,24,13
"Secundaria (084)",60,6,10,20,,13,11
"Superior no univ. incompleta (085)",6,,2,1,,2,1
"Superior no univ. completa (086)",17,14,,3,,,
"Superior univ. incompleta (087)",3,2,,,,1,
"Superior univ. completa (088)",13,12,,1,,,
