"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LA CONVENCION (000)",1817,565,1252
"Sin nivel (001)",72,20,52
"Educación inicial (002)",2,,2
"Primaria (003)",353,111,242
"Secundaria (004)",1021,342,679
"Superior no univ. incompleta (005)",102,27,75
"Superior no univ. completa (006)",109,28,81
"Superior univ. incompleta (007)",49,8,41
"Superior univ. completa (008)",109,29,80
"De 14 a 29 años (010)",969,400,569
"Sin nivel (011)",13,6,7
"Educación inicial (012)",1,,1
"Primaria (013)",127,60,67
"Secundaria (014)",636,268,368
"Superior no univ. incompleta (015)",66,20,46
"Superior no univ. completa (016)",61,19,42
"Superior univ. incompleta (017)",23,8,15
"Superior univ. completa (018)",42,19,23
"De 30 a 44 años (020)",590,139,451
"Sin nivel (021)",27,10,17
"Educación inicial (022)",1,,1
"Primaria (023)",136,43,93
"Secundaria (024)",283,61,222
"Superior no univ. incompleta (025)",32,6,26
"Superior no univ. completa (026)",42,9,33
"Superior univ. incompleta (027)",17,,17
"Superior univ. completa (028)",52,10,42
"De 45 a 64 años (030)",216,26,190
"Sin nivel (031)",24,4,20
"Primaria (033)",65,8,57
"Secundaria (034)",94,13,81
"Superior no univ. incompleta (035)",4,1,3
"Superior no univ. completa (036)",6,,6
"Superior univ. incompleta (037)",9,,9
"Superior univ. completa (038)",14,,14
"De 65 y más años (040)",42,,42
"Sin nivel (041)",8,,8
"Primaria (043)",25,,25
"Secundaria (044)",8,,8
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",1178,298,880
"Sin nivel (051)",32,9,23
"Educación inicial (052)",2,,2
"Primaria (053)",165,32,133
"Secundaria (054)",672,187,485
"Superior no univ. incompleta (055)",76,11,65
"Superior no univ. completa (056)",85,25,60
"Superior univ. incompleta (057)",43,6,37
"Superior univ. completa (058)",103,28,75
"De 14 a 29 años (060)",593,213,380
"Sin nivel (061)",5,2,3
"Educación inicial (062)",1,,1
"Primaria (063)",43,17,26
"Secundaria (064)",386,145,241
"Superior no univ. incompleta (065)",49,8,41
"Superior no univ. completa (066)",48,16,32
"Superior univ. incompleta (067)",20,6,14
"Superior univ. completa (068)",41,19,22
"De 30 a 44 años (070)",404,71,333
"Sin nivel (071)",13,3,10
"Educación inicial (072)",1,,1
"Primaria (073)",67,15,52
"Secundaria (074)",204,32,172
"Superior no univ. incompleta (075)",25,3,22
"Superior no univ. completa (076)",33,9,24
"Superior univ. incompleta (077)",14,,14
"Superior univ. completa (078)",47,9,38
"De 45 a 64 años (080)",151,14,137
"Sin nivel (081)",9,4,5
"Primaria (083)",36,,36
"Secundaria (084)",77,10,67
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",4,,4
"Superior univ. incompleta (087)",9,,9
"Superior univ. completa (088)",14,,14
"De 65 y más años (090)",30,,30
"Sin nivel (091)",5,,5
"Primaria (093)",19,,19
"Secundaria (094)",5,,5
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",639,267,372
"Sin nivel (101)",40,11,29
"Primaria (103)",188,79,109
"Secundaria (104)",349,155,194
"Superior no univ. incompleta (105)",26,16,10
"Superior no univ. completa (106)",24,3,21
"Superior univ. incompleta (107)",6,2,4
"Superior univ. completa (108)",6,1,5
"De 14 a 29 años (110)",376,187,189
"Sin nivel (111)",8,4,4
"Primaria (113)",84,43,41
"Secundaria (114)",250,123,127
"Superior no univ. incompleta (115)",17,12,5
"Superior no univ. completa (116)",13,3,10
"Superior univ. incompleta (117)",3,2,1
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",186,68,118
"Sin nivel (121)",14,7,7
"Primaria (123)",69,28,41
"Secundaria (124)",79,29,50
"Superior no univ. incompleta (125)",7,3,4
"Superior no univ. completa (126)",9,,9
"Superior univ. incompleta (127)",3,,3
"Superior univ. completa (128)",5,1,4
"De 45 a 64 años (130)",65,12,53
"Sin nivel (131)",15,,15
"Primaria (133)",29,8,21
"Secundaria (134)",17,3,14
"Superior no univ. incompleta (135)",2,1,1
"Superior no univ. completa (136)",2,,2
"De 65 y más años (140)",12,,12
"Sin nivel (141)",3,,3
"Primaria (143)",6,,6
"Secundaria (144)",3,,3
