"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAYLAS (000)",50297,11295,4372,1070,33598
"Quechua (001)",28772,6965,849,246,20715
"Aymara (002)",18,3,1,2,12
"Asháninka (003)",5,1,,1,3
"Otra lengua nativa (004)",4,1,1,,2
"Castellano (005)",21422,4307,3518,815,12817
"Idioma Extranjero (006)",7,,2,4,1
"Es Sordomudo/a (007)",69,18,1,2,48
"Hombres (009)",24734,5528,2190,674,16370
"Quechua (010)",13953,3360,471,158,9966
"Aymara (011)",10,2,1,1,6
"Asháninka (012)",3,1,,1,1
"Otra lengua nativa (013)",2,1,,,1
"Castellano (014)",10724,2154,1717,510,6369
"Idioma Extranjero (015)",6,,1,4,1
"Es Sordomudo/a (016)",36,10,,,26
"Mujeres (018)",25563,5767,2182,396,17228
"Quechua (019)",14819,3605,378,88,10749
"Aymara (020)",8,1,,1,6
"Asháninka (021)",2,,,,2
"Otra lengua nativa (022)",2,,1,,1
"Castellano (023)",10698,2153,1801,305,6448
"Idioma Extranjero (024)",1,,1,,
"Es Sordomudo/a (025)",33,8,1,2,22
,,,,,
"URBANA (027)",16529,1903,3338,744,10575
"Quechua (028)",3677,290,406,92,2889
"Aymara (029)",5,,,1,4
"Asháninka (030)",2,,,1,1
"Otra lengua nativa (031)",1,,,,1
"Castellano (032)",12829,1609,2930,648,7673
"Idioma Extranjero (033)",5,,2,2,1
"Es Sordomudo/a (034)",10,4,,,6
"Hombres (036)",8051,913,1629,475,5057
"Quechua (037)",1708,121,220,61,1306
"Aymara (038)",3,,,1,2
"Asháninka (039)",1,,,1,
"Castellano (041)",6331,790,1408,410,3746
"Idioma Extranjero (042)",4,,1,2,1
"Es Sordomudo/a (043)",4,2,,,2
"Mujeres (045)",8478,990,1709,269,5518
"Quechua (046)",1969,169,186,31,1583
"Aymara (047)",2,,,,2
"Asháninka (048)",1,,,,1
"Otra lengua nativa (049)",1,,,,1
"Castellano (050)",6498,819,1522,238,3927
"Idioma Extranjero (051)",1,,1,,
"Es Sordomudo/a (052)",6,2,,,4
,,,,,
"RURAL (054)",33768,9392,1034,326,23023
"Quechua (055)",25095,6675,443,154,17826
"Aymara (056)",13,3,1,1,8
"Asháninka (057)",3,1,,,2
"Otra lengua nativa (058)",3,1,1,,1
"Castellano (059)",8593,2698,588,167,5144
"Idioma Extranjero (060)",2,,,2,
"Es Sordomudo/a (061)",59,14,1,2,42
"Hombres (063)",16683,4615,561,199,11313
"Quechua (064)",12245,3239,251,97,8660
"Aymara (065)",7,2,1,,4
"Asháninka (066)",2,1,,,1
"Otra lengua nativa (067)",2,1,,,1
"Castellano (068)",4393,1364,309,100,2623
"Idioma Extranjero (069)",2,,,2,
"Es Sordomudo/a (070)",32,8,,,24
"Mujeres (072)",17085,4777,473,127,11710
"Quechua (073)",12850,3436,192,57,9166
"Aymara (074)",6,1,,1,4
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",1,,1,,
"Castellano (077)",4200,1334,279,67,2521
"Es Sordomudo/a (079)",27,6,1,2,18
