"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHUCUITO (000)",4183,1604,2579
"Sin nivel (001)",216,32,184
"Educación inicial (002)",4,2,2
"Primaria (003)",938,270,668
"Secundaria (004)",2377,1034,1343
"Superior no univ. incompleta (005)",160,55,105
"Superior no univ. completa (006)",252,119,133
"Superior univ. incompleta (007)",52,22,30
"Superior univ. completa (008)",184,70,114
"Hombres (010)",3055,1096,1959
"Sin nivel (011)",155,22,133
"Educación inicial (012)",3,2,1
"Primaria (013)",658,166,492
"Secundaria (014)",1764,725,1039
"Superior no univ. incompleta (015)",127,44,83
"Superior no univ. completa (016)",175,76,99
"Superior univ. incompleta (017)",39,15,24
"Superior univ. completa (018)",134,46,88
"Mujeres (020)",1128,508,620
"Sin nivel (021)",61,10,51
"Educación inicial (022)",1,,1
"Primaria (023)",280,104,176
"Secundaria (024)",613,309,304
"Superior no univ. incompleta (025)",33,11,22
"Superior no univ. completa (026)",77,43,34
"Superior univ. incompleta (027)",13,7,6
"Superior univ. completa (028)",50,24,26
,,,
"AREA URBANA (030)",1867,570,1297
"Sin nivel (031)",157,15,142
"Educación inicial (032)",3,2,1
"Primaria (033)",404,86,318
"Secundaria (034)",978,349,629
"Superior no univ. incompleta (035)",89,26,63
"Superior no univ. completa (036)",108,41,67
"Superior univ. incompleta (037)",31,13,18
"Superior univ. completa (038)",97,38,59
"Hombres (040)",1276,335,941
"Sin nivel (041)",114,10,104
"Educación inicial (042)",3,2,1
"Primaria (043)",259,41,218
"Secundaria (044)",682,217,465
"Superior no univ. incompleta (045)",66,18,48
"Superior no univ. completa (046)",63,16,47
"Superior univ. incompleta (047)",22,10,12
"Superior univ. completa (048)",67,21,46
"Mujeres (050)",591,235,356
"Sin nivel (051)",43,5,38
"Primaria (053)",145,45,100
"Secundaria (054)",296,132,164
"Superior no univ. incompleta (055)",23,8,15
"Superior no univ. completa (056)",45,25,20
"Superior univ. incompleta (057)",9,3,6
"Superior univ. completa (058)",30,17,13
,,,
"AREA RURAL (060)",2316,1034,1282
"Sin nivel (061)",59,17,42
"Educación inicial (062)",1,,1
"Primaria (063)",534,184,350
"Secundaria (064)",1399,685,714
"Superior no univ. incompleta (065)",71,29,42
"Superior no univ. completa (066)",144,78,66
"Superior univ. incompleta (067)",21,9,12
"Superior univ. completa (068)",87,32,55
"Hombres (070)",1779,761,1018
"Sin nivel (071)",41,12,29
"Primaria (073)",399,125,274
"Secundaria (074)",1082,508,574
"Superior no univ. incompleta (075)",61,26,35
"Superior no univ. completa (076)",112,60,52
"Superior univ. incompleta (077)",17,5,12
"Superior univ. completa (078)",67,25,42
"Mujeres (080)",537,273,264
"Sin nivel (081)",18,5,13
"Educación inicial (082)",1,,1
"Primaria (083)",135,59,76
"Secundaria (084)",317,177,140
"Superior no univ. incompleta (085)",10,3,7
"Superior no univ. completa (086)",32,18,14
"Superior univ. incompleta (087)",4,4,
"Superior univ. completa (088)",20,7,13
