"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BOLOGNESI (000)",11045,7962,1229,860,994
"Empleado (001)",1938,629,328,405,576
"Obrero (002)",3155,1683,628,432,412
"Trabajador independiente (003)",4311,4125,186,,
"Empleador o patrono (004)",117,73,29,12,3
"Trabajador familiar no remunerado (005)",1380,1308,58,11,3
"Trabajador del hogar (006)",144,144,,,
"De 06 a 14 años (008)",146,132,10,3,1
"Empleado (009)",11,10,,,1
"Obrero (010)",13,11,1,1,
"Trabajador independiente (011)",22,21,1,,
"Trabajador familiar no remunerado (013)",97,87,8,2,
"Trabajador del hogar (014)",3,3,,,
"De 15 a 29 años (016)",3368,2269,474,292,333
"Empleado (017)",608,255,121,90,142
"Obrero (018)",1309,653,272,195,189
"Trabajador independiente (019)",882,833,49,,
"Empleador o patrono (020)",31,18,9,4,
"Trabajador familiar no remunerado (021)",462,434,23,3,2
"Trabajador del hogar (022)",76,76,,,
"De 30 a 44 años (024)",3846,2488,488,396,474
"Empleado (025)",907,234,162,210,301
"Obrero (026)",1136,561,229,176,170
"Trabajador independiente (027)",1393,1321,72,,
"Empleador o patrono (028)",47,25,14,6,2
"Trabajador familiar no remunerado (029)",326,310,11,4,1
"Trabajador del hogar (030)",37,37,,,
"De 45 a 64 años (032)",2636,2084,216,155,181
"Empleado (033)",377,104,44,100,129
"Obrero (034)",556,342,109,53,52
"Trabajador independiente (035)",1308,1262,46,,
"Empleador o patrono (036)",34,27,5,2,
"Trabajador familiar no remunerado (037)",341,329,12,,
"Trabajador del hogar (038)",20,20,,,
"De 65 y más años (040)",1049,989,41,14,5
"Empleado (041)",35,26,1,5,3
"Obrero (042)",141,116,17,7,1
"Trabajador independiente (043)",706,688,18,,
"Empleador o patrono (044)",5,3,1,,1
"Trabajador familiar no remunerado (045)",154,148,4,2,
"Trabajador del hogar (046)",8,8,,,
,,,,,
"URBANA (048)",6645,4640,766,580,659
"Empleado (049)",1444,461,209,320,454
"Obrero (050)",1825,1013,369,243,200
"Trabajador independiente (051)",2635,2500,135,,
"Empleador o patrono (052)",79,49,17,10,3
"Trabajador familiar no remunerado (053)",539,494,36,7,2
"Trabajador del hogar (054)",123,123,,,
"De 06 a 14 años (056)",81,72,7,1,1
