"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",18308,16988,6164,1790,1802,1569,2486,1621,1556,1320
"Católica (001)",14222,13094,5119,1424,1406,1222,1846,1130,947,1128
"Cristiana/Evangélica (002)",3931,3754,996,346,380,331,620,482,599,177
"Otra (003)",71,66,18,6,11,9,8,6,8,5
"Ninguna (004)",84,74,31,14,5,7,12,3,2,10
,,,,,,,,,,
"URBANA (006)",11139,10252,3696,1154,1091,972,1462,971,906,887
"Católica (007)",8915,8138,3094,952,886,768,1134,712,592,777
"Cristiana/Evangélica (008)",2108,2009,564,187,195,190,312,253,308,99
"Otra (009)",47,44,12,4,7,7,5,4,5,3
"Ninguna (010)",69,61,26,11,3,7,11,2,1,8
,,,,,,,,,,
"RURAL (012)",7169,6736,2468,636,711,597,1024,650,650,433
"Católica (013)",5307,4956,2025,472,520,454,712,418,355,351
"Cristiana/Evangélica (014)",1823,1745,432,159,185,141,308,229,291,78
"Otra (015)",24,22,6,2,4,2,3,2,3,2
"Ninguna (016)",15,13,5,3,2,,1,1,1,2
