"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",4831,736,921,2137,37,581,68,351
"Agric., ganadería, caza y silvicultura (001)",2655,5,590,1578,26,456,,
"Pesca (002)",2,,,2,,,,
"Industrias manufactureras (004)",89,2,19,61,,7,,
"Construcción (006)",266,9,206,34,1,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",246,16,1,190,7,32,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3,,1,2,,,,
"Comercio al por mayor (009)",15,2,,8,1,4,,
"Comercio al por menor (010)",228,14,,180,6,28,,
"Hoteles y restaurantes (011)",66,8,5,49,1,3,,
"Trans., almac. y comunicaciones (012)",52,8,15,27,,2,,
"Intermediación financiera (013)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",33,20,7,6,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",122,101,21,,,,,
"Enseñanza (016)",478,468,1,7,1,1,,
"Servicios sociales y de salud (017)",56,50,1,5,,,,
"Otras activ. serv.comun.soc y personales (018)",93,34,28,30,,1,,
"Hogares privados con servicio doméstico (019)",68,,,,,,68,
"Actividad economica no especificada (021)",253,14,27,148,1,63,,
"Desocupado (022)",351,,,,,,,351
"Hombres (023)",3837,509,832,1802,35,377,4,278
"Agric., ganadería, caza y silvicultura (024)",2400,4,531,1513,26,326,,
"Pesca (025)",2,,,2,,,,
"Industrias manufactureras (027)",71,1,16,49,,5,,
"Construcción (029)",256,9,197,33,1,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",114,9,1,92,5,7,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",3,,1,2,,,,
"Comercio al por mayor (032)",6,,,6,,,,
"Comercio al por menor (033)",105,9,,84,5,7,,
"Hoteles y restaurantes (034)",6,1,,4,1,,,
"Trans., almac. y comunicaciones (035)",51,8,15,27,,1,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",24,15,5,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",97,77,20,,,,,
"Enseñanza (039)",342,332,1,7,1,1,,
"Servicios sociales y de salud (040)",28,23,,5,,,,
"Otras activ. serv.comun.soc y personales (041)",60,21,26,13,,,,
"Hogares privados con servicio doméstico (042)",4,,,,,,4,
"Actividad economica no especificada (044)",103,8,20,53,1,21,,
"Desocupado (045)",278,,,,,,,278
"Mujeres (046)",994,227,89,335,2,204,64,73
"Agric., ganadería, caza y silvicultura (047)",255,1,59,65,,130,,
"Industrias manufactureras (050)",18,1,3,12,,2,,
"Construcción (052)",10,,9,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",132,7,,98,2,25,,
"Comercio al por mayor (055)",9,2,,2,1,4,,
"Comercio al por menor (056)",123,5,,96,1,21,,
"Hoteles y restaurantes (057)",60,7,5,45,,3,,
"Trans., almac. y comunicaciones (058)",1,,,,,1,,
"Activid.inmobil., empres. y alquileres (060)",9,5,2,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",25,24,1,,,,,
"Enseñanza (062)",136,136,,,,,,
"Servicios sociales y de salud (063)",28,27,1,,,,,
"Otras activ. serv.comun.soc y personales (064)",33,13,2,17,,1,,
"Hogares privados con servicio doméstico (065)",64,,,,,,64,
"Actividad economica no especificada (067)",150,6,7,95,,42,,
"Desocupado (068)",73,,,,,,,73
,,,,,,,,
"URBANA (069)",1003,379,146,352,7,75,27,17
"Agric., ganadería, caza y silvicultura (070)",196,2,55,103,1,35,,
"Industrias manufactureras (073)",43,2,8,29,,4,,
"Construcción (075)",63,5,51,7,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",150,6,1,119,5,19,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",3,,1,2,,,,
"Comercio al por mayor (078)",12,1,,7,,4,,
"Comercio al por menor (079)",135,5,,110,5,15,,
"Hoteles y restaurantes (080)",46,5,2,36,1,2,,
"Trans., almac. y comunicaciones (081)",39,6,11,20,,2,,
"Intermediación financiera (082)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (083)",22,14,4,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",67,61,6,,,,,
"Enseñanza (085)",219,215,1,2,,1,,
"Servicios sociales y de salud (086)",38,36,,2,,,,
"Otras activ. serv.comun.soc y personales (087)",31,18,2,11,,,,
"Hogares privados con servicio doméstico (088)",27,,,,,,27,
"Actividad economica no especificada (090)",44,8,5,19,,12,,
"Desocupado (091)",17,,,,,,,17
"Hombres (092)",657,244,134,222,6,38,2,11
"Agric., ganadería, caza y silvicultura (093)",177,2,52,96,1,26,,
"Industrias manufactureras (096)",35,1,8,23,,3,,
"Construcción (098)",60,5,48,7,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",64,3,1,53,4,3,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",3,,1,2,,,,
"Comercio al por mayor (101)",6,,,6,,,,
"Comercio al por menor (102)",55,3,,45,4,3,,
"Hoteles y restaurantes (103)",5,1,,3,1,,,
"Trans., almac. y comunicaciones (104)",38,6,11,20,,1,,
"Intermediación financiera (105)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (106)",14,9,3,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",50,44,6,,,,,
"Enseñanza (108)",152,148,1,2,,1,,
"Servicios sociales y de salud (109)",15,13,,2,,,,
"Otras activ. serv.comun.soc y personales (110)",15,8,1,6,,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,2,
"Actividad economica no especificada (113)",18,3,3,8,,4,,
"Desocupado (114)",11,,,,,,,11
"Mujeres (115)",346,135,12,130,1,37,25,6
"Agric., ganadería, caza y silvicultura (116)",19,,3,7,,9,,
"Industrias manufactureras (119)",8,1,,6,,1,,
"Construcción (121)",3,,3,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",86,3,,66,1,16,,
"Comercio al por mayor (124)",6,1,,1,,4,,
"Comercio al por menor (125)",80,2,,65,1,12,,
"Hoteles y restaurantes (126)",41,4,2,33,,2,,
"Trans., almac. y comunicaciones (127)",1,,,,,1,,
"Activid.inmobil., empres. y alquileres (129)",8,5,1,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",17,17,,,,,,
"Enseñanza (131)",67,67,,,,,,
"Servicios sociales y de salud (132)",23,23,,,,,,
"Otras activ. serv.comun.soc y personales (133)",16,10,1,5,,,,
"Hogares privados con servicio doméstico (134)",25,,,,,,25,
"Actividad economica no especificada (136)",26,5,2,11,,8,,
"Desocupado (137)",6,,,,,,,6
,,,,,,,,
"RURAL (138)",3828,357,775,1785,30,506,41,334
"Agric., ganadería, caza y silvicultura (139)",2459,3,535,1475,25,421,,
"Pesca (140)",2,,,2,,,,
"Industrias manufactureras (142)",46,,11,32,,3,,
