"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CASTROVIRREYNA",,,,,,,,,
"Viviendas particulares (001)",105,40,13,6,26,1,,,19
"Ocupantes presentes (002)",415,150,64,15,105,7,,,74
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",97,40,13,6,18,1,,,19
"Ocupantes presentes (005)",384,150,64,15,74,7,,,74
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",7,,,,7,,,,
"Ocupantes presentes (017)",28,,,,28,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,1,,,,
"Ocupantes presentes (026)",3,,,,3,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",12,3,4,3,2,,,,
"Ocupantes presentes (029)",39,4,22,6,7,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",12,3,4,3,2,,,,
"Ocupantes presentes (032)",39,4,22,6,7,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",93,37,9,3,24,1,,,19
"Ocupantes presentes (056)",376,146,42,9,98,7,,,74
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",85,37,9,3,16,1,,,19
"Ocupantes presentes (059)",345,146,42,9,67,7,,,74
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",7,,,,7,,,,
"Ocupantes presentes (071)",28,,,,28,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,1,,,,
"Ocupantes presentes (080)",3,,,,3,,,,
