"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PISCO (000)",110784,5688,27051,8076,70491
"Hombres (001)",56422,2777,13965,5299,34757
"Mujeres (002)",54362,2911,13086,2777,35734
"PEA (003)",48472,1049,12099,4666,31053
"Hombres (004)",33967,679,8388,3638,21585
"Mujeres (005)",14505,370,3711,1028,9468
"Ocupada (006)",45715,985,11748,4541,28833
"Hombres (007)",32132,644,8151,3544,20113
"Mujeres (008)",13583,341,3597,997,8720
"Desocupada (009)",2757,64,351,125,2220
"Hombres (010)",1835,35,237,94,1472
"Mujeres (011)",922,29,114,31,748
"No PEA (012)",62312,4639,14952,3410,39438
"Hombres (013)",22455,2098,5577,1661,13172
"Mujeres (014)",39857,2541,9375,1749,26266
,,,,,
"URBANA (018)",97099,4766,25707,7371,59730
"Hombres (019)",49075,2277,13176,4782,29174
"Mujeres (020)",48024,2489,12531,2589,30556
"PEA (021)",42532,984,11419,4320,26163
"Hombres (022)",29315,633,7854,3357,17755
"Mujeres (023)",13217,351,3565,963,8408
"Ocupada (024)",39923,923,11075,4203,24073
"Hombres (025)",27584,600,7623,3269,16373
"Mujeres (026)",12339,323,3452,934,7700
"Desocupada (027)",2609,61,344,117,2090
"Hombres (028)",1731,33,231,88,1382
"Mujeres (029)",878,28,113,29,708
"No PEA (030)",54567,3782,14288,3051,33567
"Hombres (031)",19760,1644,5322,1425,11419
"Mujeres (032)",34807,2138,8966,1626,22148
,,,,,
"RURAL (036)",13685,922,1344,705,10761
"Hombres (037)",7347,500,789,517,5583
"Mujeres (038)",6338,422,555,188,5178
"PEA (039)",5940,65,680,346,4890
"Hombres (040)",4652,46,534,281,3830
"Mujeres (041)",1288,19,146,65,1060
"Ocupada (042)",5792,62,673,338,4760
"Hombres (043)",4548,44,528,275,3740
"Mujeres (044)",1244,18,145,63,1020
"Desocupada (045)",148,3,7,8,130
"Hombres (046)",104,2,6,6,90
"Mujeres (047)",44,1,1,2,40
"No PEA (048)",7745,857,664,359,5871
"Hombres (049)",2695,454,255,236,1753
"Mujeres (050)",5050,403,409,123,4118
