"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAITA (000)",93169,19846,18636,4466,50466
"Hombres (001)",46830,8805,9376,2608,26205
"Mujeres (002)",46339,11041,9260,1858,24261
"PEA (003)",37347,4680,7536,2213,23086
"Hombres (004)",28114,3411,5176,1676,17984
"Mujeres (005)",9233,1269,2360,537,5102
"Ocupada (006)",34602,4324,7206,2112,21119
"Hombres (007)",25894,3139,4913,1591,16377
"Mujeres (008)",8708,1185,2293,521,4742
"Desocupada (009)",2745,356,330,101,1967
"Hombres (010)",2220,272,263,85,1607
"Mujeres (011)",525,84,67,16,360
"No PEA (012)",55822,15166,11100,2253,27380
"Hombres (013)",18716,5394,4200,932,8221
"Mujeres (014)",37106,9772,6900,1321,19159
,,,,,
"URBANA (018)",88910,18100,18133,4404,48512
"Hombres (019)",44553,7972,9101,2567,25072
"Mujeres (020)",44357,10128,9032,1837,23440
"PEA (021)",35696,4253,7334,2181,22091
"Hombres (022)",26652,3049,5008,1648,17075
"Mujeres (023)",9044,1204,2326,533,5016
"Ocupada (024)",33112,3947,7007,2080,20232
"Hombres (025)",24583,2823,4748,1563,15570
"Mujeres (026)",8529,1124,2259,517,4662
"Desocupada (027)",2584,306,327,101,1859
"Hombres (028)",2069,226,260,85,1505
"Mujeres (029)",515,80,67,16,354
"No PEA (030)",53214,13847,10799,2223,26421
"Hombres (031)",17901,4923,4093,919,7997
"Mujeres (032)",35313,8924,6706,1304,18424
,,,,,
"RURAL (036)",4259,1746,503,62,1954
"Hombres (037)",2277,833,275,41,1133
"Mujeres (038)",1982,913,228,21,821
"PEA (039)",1651,427,202,32,995
"Hombres (040)",1462,362,168,28,909
"Mujeres (041)",189,65,34,4,86
"Ocupada (042)",1490,377,199,32,887
"Hombres (043)",1311,316,165,28,807
"Mujeres (044)",179,61,34,4,80
"Desocupada (045)",161,50,3,,108
"Hombres (046)",151,46,3,,102
"Mujeres (047)",10,4,,,6
"No PEA (048)",2608,1319,301,30,959
"Hombres (049)",815,471,107,13,224
"Mujeres (050)",1793,848,194,17,735
