"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia MARAÑON",,,,,,,,
"Hogares (001)",6239,3484,583,321,6,71,107,2581
"Ocupantes presentes (002)",26556,15509,2701,1495,26,371,527,10214
"Casa independiente",,,,,,,,
"Hogares (004)",5469,3064,572,310,6,70,105,2242
"Ocupantes presentes (005)",23827,13982,2652,1454,26,362,520,9059
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",5,2,1,1,,,,3
"Ocupantes presentes (014)",23,9,4,4,,,,14
"Choza o cabaña",,,,,,,,
"Hogares (016)",756,415,9,10,,1,2,330
"Ocupantes presentes (017)",2673,1505,41,37,,9,7,1121
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,1,1,,,,,
"Ocupantes presentes (020)",4,4,4,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",4,1,,,,,,3
"Ocupantes presentes (023)",15,6,,,,,,9
"Otro tipo",,,,,,,,
"Hogares (025)",4,1,,,,,,3
"Ocupantes presentes (026)",14,3,,,,,,11
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",911,586,387,167,6,51,90,221
"Ocupantes presentes (029)",3943,2601,1802,759,26,268,460,846
"Casa independiente",,,,,,,,
"Hogares (031)",904,583,385,166,6,51,90,217
"Ocupantes presentes (032)",3915,2588,1794,755,26,268,460,831
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",5,2,1,1,,,,3
"Ocupantes presentes (041)",23,9,4,4,,,,14
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,1,1,,,,,
"Ocupantes presentes (047)",4,4,4,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,1
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5328,2898,196,154,,20,17,2360
"Ocupantes presentes (056)",22613,12908,899,736,,103,67,9368
"Casa independiente",,,,,,,,
"Hogares (058)",4565,2481,187,144,,19,15,2025
"Ocupantes presentes (059)",19912,11394,858,699,,94,60,8228
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",756,415,9,10,,1,2,330
"Ocupantes presentes (071)",2673,1505,41,37,,9,7,1121
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",3,1,,,,,,2
"Ocupantes presentes (077)",14,6,,,,,,8
"Otro tipo",,,,,,,,
"Hogares (079)",4,1,,,,,,3
"Ocupantes presentes (080)",14,3,,,,,,11
