"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia SAN MIGUEL",,,,,,
"Viviendas particulares (001)",14703,14582,104,12,4,1
"Ocupantes presentes (002)",55940,54996,757,120,50,17
"Casa independiente",,,,,,
"Viviendas particulares (004)",14335,14223,96,12,3,1
"Ocupantes presentes (005)",54536,53660,703,120,36,17
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",5,2,2,,1,
"Ocupantes presentes (011)",33,5,14,,14,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",7,7,,,,
"Ocupantes presentes (014)",21,21,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",343,337,6,,,
"Ocupantes presentes (017)",1311,1271,40,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",5,5,,,,
"Ocupantes presentes (020)",18,18,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",20,20,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",1,1,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2536,2464,58,9,4,1
"Ocupantes presentes (029)",8930,8334,436,93,50,17
"Casa independiente",,,,,,
"Viviendas particulares (031)",2518,2449,56,9,3,1
"Ocupantes presentes (032)",8857,8289,422,93,36,17
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",5,2,2,,1,
"Ocupantes presentes (038)",33,5,14,,14,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",7,7,,,,
"Ocupantes presentes (041)",21,21,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",5,5,,,,
"Ocupantes presentes (047)",18,18,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",1,1,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",12167,12118,46,3,,
"Ocupantes presentes (056)",47010,46662,321,27,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",11817,11774,40,3,,
"Ocupantes presentes (059)",45679,45371,281,27,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",343,337,6,,,
"Ocupantes presentes (071)",1311,1271,40,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",6,6,,,,
"Ocupantes presentes (077)",19,19,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
