"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia SAN IGNACIO",,,,,,,,
"Viviendas particulares (001)",29121,22429,6262,106,50,244,5,25
"Ocupantes presentes (002)",130377,102215,26411,383,220,1031,24,93
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",28081,21836,5849,91,49,227,5,24
"Ocupantes presentes (005)",126300,99685,24954,353,215,980,24,89
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",24,,19,5,,,,
"Ocupantes presentes (008)",89,,75,14,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",180,,162,4,1,13,,
"Ocupantes presentes (011)",663,,611,4,5,43,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",264,48,207,6,,2,,1
"Ocupantes presentes (014)",895,171,703,12,,5,,4
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",535,525,10,,,,,
"Ocupantes presentes (017)",2314,2293,21,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",8,5,2,,,1,,
"Ocupantes presentes (020)",31,19,10,,,2,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",23,9,13,,,1,,
"Ocupantes presentes (023)",72,34,37,,,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",6,6,,,,,,
"Ocupantes presentes (026)",13,13,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",4801,1460,3162,93,9,67,1,9
"Ocupantes presentes (029)",19777,6311,12812,333,37,240,5,39
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",4315,1401,2768,78,8,51,1,8
"Ocupantes presentes (032)",18070,6105,11400,303,32,190,5,35
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",24,,19,5,,,,
"Ocupantes presentes (035)",89,,75,14,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",180,,162,4,1,13,,
"Ocupantes presentes (038)",663,,611,4,5,43,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",264,48,207,6,,2,,1
"Ocupantes presentes (041)",895,171,703,12,,5,,4
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",8,5,2,,,1,,
"Ocupantes presentes (047)",31,19,10,,,2,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",7,3,4,,,,,
"Ocupantes presentes (050)",25,12,13,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",3,3,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",24320,20969,3100,13,41,177,4,16
"Ocupantes presentes (056)",110600,95904,13599,50,183,791,19,54
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",23766,20435,3081,13,41,176,4,16
"Ocupantes presentes (059)",108230,93580,13554,50,183,790,19,54
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",535,525,10,,,,,
"Ocupantes presentes (071)",2314,2293,21,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",16,6,9,,,1,,
"Ocupantes presentes (077)",47,22,24,,,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",3,3,,,,,,
"Ocupantes presentes (080)",9,9,,,,,,
