"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia MARISCAL LUZURIAGA",,,,,,,,,
"Viviendas particulares (001)",1171,23,33,59,75,7,21,23,930
"Ocupantes presentes (002)",5264,96,161,308,362,40,103,106,4088
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1171,23,33,59,75,7,21,23,930
"Ocupantes presentes (005)",5264,96,161,308,362,40,103,106,4088
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",374,5,3,,15,2,19,,330
"Ocupantes presentes (029)",1510,15,12,,63,16,89,,1315
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",374,5,3,,15,2,19,,330
"Ocupantes presentes (032)",1510,15,12,,63,16,89,,1315
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",797,18,30,59,60,5,2,23,600
"Ocupantes presentes (056)",3754,81,149,308,299,24,14,106,2773
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",797,18,30,59,60,5,2,23,600
"Ocupantes presentes (059)",3754,81,149,308,299,24,14,106,2773
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
