"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",79723,43856,487,948,31268,990,49,220,232,1673
"Hombres (001)",30411,22342,324,490,5457,439,28,124,232,975
"Mujeres (002)",49312,21514,163,458,25811,551,21,96,,698
"De 06 a 14 años (003)",32638,31464,,,629,197,3,37,,308
"Hombres (004)",16519,16030,,,232,100,,19,,138
"Mujeres (005)",16119,15434,,,397,97,3,18,,170
"De 15 a 29 años (006)",21837,12106,12,246,8792,,14,34,232,401
"Hombres (007)",8205,6199,5,124,1375,,10,18,232,242
"Mujeres (008)",13632,5907,7,122,7417,,4,16,,159
"De 30 a 44 años (009)",9821,217,23,225,9032,,15,27,,282
"Hombres (010)",1726,80,13,116,1293,,7,19,,198
"Mujeres (011)",8095,137,10,109,7739,,8,8,,84
"De 45 a 64 años (012)",8295,51,167,270,7445,17,13,42,,290
"Hombres (013)",1721,24,108,131,1208,10,9,24,,207
"Mujeres (014)",6574,27,59,139,6237,7,4,18,,83
"De 65 y más años (015)",7132,18,285,207,5370,776,4,80,,392
"Hombres (016)",2240,9,198,119,1349,329,2,44,,190
"Mujeres (017)",4892,9,87,88,4021,447,2,36,,202
,,,,,,,,,,
"AREA URBANA (018)",33441,19517,426,670,11525,346,37,47,227,646
"Hombres (019)",13280,9662,279,333,2266,144,19,21,227,329
"Mujeres (020)",20161,9855,147,337,9259,202,18,26,,317
"De 06 a 14 años (021)",13675,13096,,,339,100,3,7,,130
"Hombres (022)",6815,6582,,,126,46,,2,,59
"Mujeres (023)",6860,6514,,,213,54,3,5,,71
"De 15 a 29 años (024)",10208,6240,7,176,3366,,8,6,227,178
"Hombres (025)",4066,3004,3,82,651,,5,2,227,92
"Mujeres (026)",6142,3236,4,94,2715,,3,4,,86
"De 30 a 44 años (027)",3875,137,21,157,3421,,13,5,,121
"Hombres (028)",785,53,11,80,565,,5,4,,67
"Mujeres (029)",3090,84,10,77,2856,,8,1,,54
"De 45 a 64 años (030)",3111,36,156,180,2621,5,11,13,,89
"Hombres (031)",754,17,99,90,470,4,8,6,,60
"Mujeres (032)",2357,19,57,90,2151,1,3,7,,29
"De 65 y más años (033)",2572,8,242,157,1778,241,2,16,,128
"Hombres (034)",860,6,166,81,454,94,1,7,,51
"Mujeres (035)",1712,2,76,76,1324,147,1,9,,77
,,,,,,,,,,
"AREA RURAL (036)",46282,24339,61,278,19743,644,12,173,5,1027
"Hombres (037)",17131,12680,45,157,3191,295,9,103,5,646
"Mujeres (038)",29151,11659,16,121,16552,349,3,70,,381
"De 06 a 14 años (039)",18963,18368,,,290,97,,30,,178
"Hombres (040)",9704,9448,,,106,54,,17,,79
"Mujeres (041)",9259,8920,,,184,43,,13,,99
"De 15 a 29 años (042)",11629,5866,5,70,5426,,6,28,5,223
"Hombres (043)",4139,3195,2,42,724,,5,16,5,150
"Mujeres (044)",7490,2671,3,28,4702,,1,12,,73
"De 30 a 44 años (045)",5946,80,2,68,5611,,2,22,,161
"Hombres (046)",941,27,2,36,728,,2,15,,131
"Mujeres (047)",5005,53,,32,4883,,,7,,30
"De 45 a 64 años (048)",5184,15,11,90,4824,12,2,29,,201
"Hombres (049)",967,7,9,41,738,6,1,18,,147
"Mujeres (050)",4217,8,2,49,4086,6,1,11,,54
"De 65 y más años (051)",4560,10,43,50,3592,535,2,64,,264
"Hombres (052)",1380,3,32,38,895,235,1,37,,139
"Mujeres (053)",3180,7,11,12,2697,300,1,27,,125
