"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia DANIEL ALCIDES CARRION (000)",22423,19419,3004
"De 3 a 5 años (001)",2804,330,2474
"De 6 a 11 años (002)",6078,5664,414
"De 12 a 16 años (003)",6115,6088,27
"De 17 a 24 años (004)",7426,7337,89
"Hombres (005)",11445,9857,1588
"De 3 a 5 años (006)",1483,162,1321
"De 6 a 11 años (007)",3097,2882,215
"De 12 a 16 años (008)",3183,3171,12
"De 17 a 24 años (009)",3682,3642,40
"Mujeres (010)",10978,9562,1416
"De 3 a 5 años (011)",1321,168,1153
"De 6 a 11 años (012)",2981,2782,199
"De 12 a 16 años (013)",2932,2917,15
"De 17 a 24 años (014)",3744,3695,49
,,,
"URBANA (015)",12672,11115,1557
"De 3 a 5 años (016)",1481,178,1303
"De 6 a 11 años (017)",3234,3037,197
"De 12 a 16 años (018)",3606,3592,14
"De 17 a 24 años (019)",4351,4308,43
"Hombres (020)",6403,5586,817
"De 3 a 5 años (021)",779,88,691
"De 6 a 11 años (022)",1620,1523,97
"De 12 a 16 años (023)",1855,1846,9
"De 17 a 24 años (024)",2149,2129,20
"Mujeres (025)",6269,5529,740
"De 3 a 5 años (026)",702,90,612
"De 6 a 11 años (027)",1614,1514,100
"De 12 a 16 años (028)",1751,1746,5
"De 17 a 24 años (029)",2202,2179,23
,,,
"RURAL (030)",9751,8304,1447
"De 3 a 5 años (031)",1323,152,1171
"De 6 a 11 años (032)",2844,2627,217
"De 12 a 16 años (033)",2509,2496,13
"De 17 a 24 años (034)",3075,3029,46
"Hombres (035)",5042,4271,771
"De 3 a 5 años (036)",704,74,630
"De 6 a 11 años (037)",1477,1359,118
"De 12 a 16 años (038)",1328,1325,3
"De 17 a 24 años (039)",1533,1513,20
"Mujeres (040)",4709,4033,676
"De 3 a 5 años (041)",619,78,541
"De 6 a 11 años (042)",1367,1268,99
"De 12 a 16 años (043)",1181,1171,10
"De 17 a 24 años (044)",1542,1516,26
