"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LAMPA (000)",2014,903,1111
"Sin nivel (001)",45,7,38
"Primaria (003)",569,198,371
"Secundaria (004)",1025,518,507
"Superior no univ. incompleta (005)",93,48,45
"Superior no univ. completa (006)",177,93,84
"Superior univ. incompleta (007)",39,12,27
"Superior univ. completa (008)",66,27,39
"Hombres (010)",1575,665,910
"Sin nivel (011)",30,4,26
"Primaria (013)",443,150,293
"Secundaria (014)",828,392,436
"Superior no univ. incompleta (015)",68,33,35
"Superior no univ. completa (016)",139,69,70
"Superior univ. incompleta (017)",31,7,24
"Superior univ. completa (018)",36,10,26
"Mujeres (020)",439,238,201
"Sin nivel (021)",15,3,12
"Primaria (023)",126,48,78
"Secundaria (024)",197,126,71
"Superior no univ. incompleta (025)",25,15,10
"Superior no univ. completa (026)",38,24,14
"Superior univ. incompleta (027)",8,5,3
"Superior univ. completa (028)",30,17,13
,,,
"AREA URBANA (030)",799,378,421
"Sin nivel (031)",7,1,6
"Primaria (033)",148,52,96
"Secundaria (034)",432,217,215
"Superior no univ. incompleta (035)",57,30,27
"Superior no univ. completa (036)",93,52,41
"Superior univ. incompleta (037)",20,7,13
"Superior univ. completa (038)",42,19,23
"Hombres (040)",613,270,343
"Sin nivel (041)",4,,4
"Primaria (043)",120,43,77
"Secundaria (044)",347,163,184
"Superior no univ. incompleta (045)",37,19,18
"Superior no univ. completa (046)",73,38,35
"Superior univ. incompleta (047)",15,4,11
"Superior univ. completa (048)",17,3,14
"Mujeres (050)",186,108,78
"Sin nivel (051)",3,1,2
"Primaria (053)",28,9,19
"Secundaria (054)",85,54,31
"Superior no univ. incompleta (055)",20,11,9
"Superior no univ. completa (056)",20,14,6
"Superior univ. incompleta (057)",5,3,2
"Superior univ. completa (058)",25,16,9
,,,
"AREA RURAL (060)",1215,525,690
"Sin nivel (061)",38,6,32
"Primaria (063)",421,146,275
"Secundaria (064)",593,301,292
"Superior no univ. incompleta (065)",36,18,18
"Superior no univ. completa (066)",84,41,43
"Superior univ. incompleta (067)",19,5,14
"Superior univ. completa (068)",24,8,16
"Hombres (070)",962,395,567
"Sin nivel (071)",26,4,22
"Primaria (073)",323,107,216
"Secundaria (074)",481,229,252
"Superior no univ. incompleta (075)",31,14,17
"Superior no univ. completa (076)",66,31,35
"Superior univ. incompleta (077)",16,3,13
"Superior univ. completa (078)",19,7,12
"Mujeres (080)",253,130,123
"Sin nivel (081)",12,2,10
"Primaria (083)",98,39,59
"Secundaria (084)",112,72,40
"Superior no univ. incompleta (085)",5,4,1
"Superior no univ. completa (086)",18,10,8
"Superior univ. incompleta (087)",3,2,1
"Superior univ. completa (088)",5,1,4
