"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia DOS DE MAYO (000)",27114,15599,160,216,10422,182,11,28,17,479
"Hombres (001)",10192,8022,108,115,1554,100,10,16,17,250
"Mujeres (002)",16922,7577,52,101,8868,82,1,12,,229
"De 06 a 14 años (003)",11984,11429,,,206,85,,4,,260
"Hombres (004)",6057,5819,,,78,44,,3,,113
"Mujeres (005)",5927,5610,,,128,41,,1,,147
"De 15 a 29 años (006)",7530,4060,2,48,3330,,3,7,17,63
"Hombres (007)",2706,2153,1,23,466,,3,3,17,40
"Mujeres (008)",4824,1907,1,25,2864,,,4,,23
"De 30 a 44 años (009)",3157,82,7,60,2950,,4,7,,47
"Hombres (010)",446,42,3,26,332,,3,5,,35
"Mujeres (011)",2711,40,4,34,2618,,1,2,,12
"De 45 a 64 años (012)",2624,25,63,49,2446,,3,4,,34
"Hombres (013)",464,6,41,31,355,,3,4,,24
"Mujeres (014)",2160,19,22,18,2091,,,,,10
"De 65 y más años (015)",1819,3,88,59,1490,97,1,6,,75
"Hombres (016)",519,2,63,35,323,56,1,1,,38
"Mujeres (017)",1300,1,25,24,1167,41,,5,,37
,,,,,,,,,,
"AREA URBANA (018)",9278,5573,135,109,3251,50,,14,17,129
"Hombres (019)",3599,2846,90,56,469,31,,9,17,81
"Mujeres (020)",5679,2727,45,53,2782,19,,5,,48
"De 06 a 14 años (021)",3931,3832,,,48,14,,3,,34
"Hombres (022)",2006,1959,,,20,10,,2,,15
"Mujeres (023)",1925,1873,,,28,4,,1,,19
"De 15 a 29 años (024)",2722,1701,,16,955,,,3,17,30
"Hombres (025)",1035,864,,4,126,,,2,17,22
"Mujeres (026)",1687,837,,12,829,,,1,,8
"De 30 a 44 años (027)",1071,36,7,28,974,,,3,,23
"Hombres (028)",151,21,3,12,94,,,2,,19
"Mujeres (029)",920,15,4,16,880,,,1,,4
"De 45 a 64 años (030)",843,4,52,31,737,,,3,,16
"Hombres (031)",187,2,33,20,117,,,3,,12
"Mujeres (032)",656,2,19,11,620,,,,,4
"De 65 y más años (033)",711,,76,34,537,36,,2,,26
"Hombres (034)",220,,54,20,112,21,,,,13
"Mujeres (035)",491,,22,14,425,15,,2,,13
,,,,,,,,,,
"AREA RURAL (036)",17836,10026,25,107,7171,132,11,14,,350
"Hombres (037)",6593,5176,18,59,1085,69,10,7,,169
"Mujeres (038)",11243,4850,7,48,6086,63,1,7,,181
"De 06 a 14 años (039)",8053,7597,,,158,71,,1,,226
"Hombres (040)",4051,3860,,,58,34,,1,,98
"Mujeres (041)",4002,3737,,,100,37,,,,128
"De 15 a 29 años (042)",4808,2359,2,32,2375,,3,4,,33
"Hombres (043)",1671,1289,1,19,340,,3,1,,18
"Mujeres (044)",3137,1070,1,13,2035,,,3,,15
"De 30 a 44 años (045)",2086,46,,32,1976,,4,4,,24
"Hombres (046)",295,21,,14,238,,3,3,,16
"Mujeres (047)",1791,25,,18,1738,,1,1,,8
"De 45 a 64 años (048)",1781,21,11,18,1709,,3,1,,18
"Hombres (049)",277,4,8,11,238,,3,1,,12
"Mujeres (050)",1504,17,3,7,1471,,,,,6
"De 65 y más años (051)",1108,3,12,25,953,61,1,4,,49
"Hombres (052)",299,2,9,15,211,35,1,1,,25
"Mujeres (053)",809,1,3,10,742,26,,3,,24
