"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAYTARA (000)",6057,63,235,473,691,1111,2124,1360
"De 12 a 14 años (001)",7,,,,,,1,6
"De 15 a 19 años (002)",144,,,,,,89,55
"De 20 a 24 años (003)",570,,,,,2,375,193
"De 25 a 29 años (004)",579,,,,,23,409,147
"De 30 a 34 años (005)",634,,,,,78,441,115
"De 35 a 39 años (006)",625,,,,2,167,362,94
"De 40 a 44 años (007)",555,,,,14,186,261,94
"De 45 a 49 años (008)",504,,,1,47,232,155,69
"De 50 y más años (009)",2439,63,235,472,628,423,31,587
"PEA (010)",2001,5,40,108,246,449,669,484
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",32,,,,,,18,14
"De 20 a 24 años (013)",171,,,,,1,99,71
"De 25 a 29 años (014)",202,,,,,9,128,65
"De 30 a 34 años (015)",230,,,,,37,135,58
"De 35 a 39 años (016)",270,,,,2,74,137,57
"De 40 a 44 años (017)",221,,,,6,85,84,46
"De 45 a 49 años (018)",192,,,1,23,90,53,25
"De 50 y más años (019)",681,5,40,107,215,153,14,147
"Ocupada (020)",1955,5,40,107,241,439,651,472
"De 12 a 14 años (021)",2,,,,,,1,1
"De 15 a 19 años (022)",31,,,,,,18,13
"De 20 a 24 años (023)",166,,,,,1,98,67
"De 25 a 29 años (024)",193,,,,,9,122,62
"De 30 a 34 años (025)",223,,,,,36,130,57
"De 35 a 39 años (026)",267,,,,2,74,134,57
"De 40 a 44 años (027)",218,,,,6,84,83,45
"De 45 a 49 años (028)",189,,,1,23,88,52,25
"De 50 y más años (029)",666,5,40,106,210,147,13,145
"Desocupada (030)",46,,,1,5,10,18,12
"De 15 a 19 años (032)",1,,,,,,,1
"De 20 a 24 años (033)",5,,,,,,1,4
"De 25 a 29 años (034)",9,,,,,,6,3
"De 30 a 34 años (035)",7,,,,,1,5,1
"De 35 a 39 años (036)",3,,,,,,3,
"De 40 a 44 años (037)",3,,,,,1,1,1
"De 45 a 49 años (038)",3,,,,,2,1,
"De 50 y más años (039)",15,,,1,5,6,1,2
"No PEA (040)",4056,58,195,365,445,662,1455,876
"De 12 a 14 años (041)",5,,,,,,,5
"De 15 a 19 años (042)",112,,,,,,71,41
"De 20 a 24 años (043)",399,,,,,1,276,122
"De 25 a 29 años (044)",377,,,,,14,281,82
"De 30 a 34 años (045)",404,,,,,41,306,57
"De 35 a 39 años (046)",355,,,,,93,225,37
"De 40 a 44 años (047)",334,,,,8,101,177,48
"De 45 a 49 años (048)",312,,,,24,142,102,44
"De 50 y más años (049)",1758,58,195,365,413,270,17,440
