"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LAMBAYEQUE (000)",65448,693,23719,21425,7439,2734,1148,336,50,,7904
"Conviviente (001)",22333,300,9232,7261,2365,765,314,87,14,,1995
"Separado(a) (002)",4960,77,1741,1742,671,276,133,33,3,,284
"Casado(a) (003)",28122,223,10463,10232,3612,1331,515,148,17,,1581
"Viudo(a) (004)",4426,70,1778,1546,419,189,96,40,7,,281
"Divorciado(a) (005)",173,1,53,58,27,9,2,1,1,,21
"Soltero(a) (006)",5434,22,452,586,345,164,88,27,8,,3742
,,,,,,,,,,,
"URBANA (008)",34105,285,10295,11154,4695,1904,819,243,34,,4676
"Conviviente (009)",10522,114,3810,3539,1353,472,197,56,7,,974
"Separado(a) (010)",2937,43,976,1028,425,178,85,25,2,,175
"Casado(a) (011)",14386,80,4362,5232,2375,974,388,110,11,,854
"Viudo(a) (012)",2315,34,789,858,247,126,69,29,7,,156
"Divorciado(a) (013)",142,,39,47,24,8,2,1,1,,20
"Soltero(a) (014)",3803,14,319,450,271,146,78,22,6,,2497
,,,,,,,,,,,
"RURAL (016)",31343,408,13424,10271,2744,830,329,93,16,,3228
"Conviviente (017)",11811,186,5422,3722,1012,293,117,31,7,,1021
"Separado(a) (018)",2023,34,765,714,246,98,48,8,1,,109
"Casado(a) (019)",13736,143,6101,5000,1237,357,127,38,6,,727
"Viudo(a) (020)",2111,36,989,688,172,63,27,11,,,125
"Divorciado(a) (021)",31,1,14,11,3,1,,,,,1
"Soltero(a) (022)",1631,8,133,136,74,18,10,5,2,,1245
