"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PUNO (000)",93680,1181,26025,32374,25827,8273
"Empleado (001)",24040,83,6653,10394,6660,250
"Obrero (002)",8319,73,2997,2931,1889,429
"Trabajador independiente (003)",42072,195,9901,14158,12613,5205
"Empleador o patrono (004)",1096,,254,431,341,70
"Trabajador familiar no remunerado (005)",17123,786,5611,4233,4192,2301
"Trabajador del hogar (006)",1030,44,609,227,132,18
"Hombres (008)",52386,629,14115,17974,14748,4920
"Empleado (009)",14361,48,3524,6083,4493,213
"Obrero (010)",6736,59,2448,2375,1531,323
"Trabajador independiente (011)",24644,113,5603,7983,7404,3541
"Empleador o patrono (012)",709,,157,282,220,50
"Trabajador familiar no remunerado (013)",5870,403,2352,1235,1089,791
"Trabajador del hogar (014)",66,6,31,16,11,2
"Mujeres (016)",41294,552,11910,14400,11079,3353
"Empleado (017)",9679,35,3129,4311,2167,37
"Obrero (018)",1583,14,549,556,358,106
"Trabajador independiente (019)",17428,82,4298,6175,5209,1664
"Empleador o patrono (020)",387,,97,149,121,20
"Trabajador familiar no remunerado (021)",11253,383,3259,2998,3103,1510
"Trabajador del hogar (022)",964,38,578,211,121,16
,,,,,,
"URBANA (024)",53800,617,15727,21197,14340,1919
"Empleado (025)",22732,81,6218,9910,6305,218
"Obrero (026)",5066,50,1797,1923,1131,165
"Trabajador independiente (027)",20819,141,5709,7994,5792,1183
"Empleador o patrono (028)",916,,217,352,297,50
"Trabajador familiar no remunerado (029)",3356,307,1240,818,703,288
"Trabajador del hogar (030)",911,38,546,200,112,15
"Hombres (032)",30155,352,8685,11655,8334,1129
"Empleado (033)",13365,47,3260,5698,4175,185
"Obrero (034)",4289,44,1518,1609,978,140
"Trabajador independiente (035)",10524,96,3208,3846,2750,624
"Empleador o patrono (036)",580,,130,227,186,37
"Trabajador familiar no remunerado (037)",1344,161,542,261,237,143
"Trabajador del hogar (038)",53,4,27,14,8,
"Mujeres (040)",23645,265,7042,9542,6006,790
"Empleado (041)",9367,34,2958,4212,2130,33
"Obrero (042)",777,6,279,314,153,25
"Trabajador independiente (043)",10295,45,2501,4148,3042,559
"Empleador o patrono (044)",336,,87,125,111,13
"Trabajador familiar no remunerado (045)",2012,146,698,557,466,145
"Trabajador del hogar (046)",858,34,519,186,104,15
,,,,,,
"RURAL (048)",39880,564,10298,11177,11487,6354
"Empleado (049)",1308,2,435,484,355,32
"Obrero (050)",3253,23,1200,1008,758,264
"Trabajador independiente (051)",21253,54,4192,6164,6821,4022
"Empleador o patrono (052)",180,,37,79,44,20
"Trabajador familiar no remunerado (053)",13767,479,4371,3415,3489,2013
"Trabajador del hogar (054)",119,6,63,27,20,3
"Hombres (056)",22231,277,5430,6319,6414,3791
"Empleado (057)",996,1,264,385,318,28
"Obrero (058)",2447,15,930,766,553,183
"Trabajador independiente (059)",14120,17,2395,4137,4654,2917
"Empleador o patrono (060)",129,,27,55,34,13
"Trabajador familiar no remunerado (061)",4526,242,1810,974,852,648
"Trabajador del hogar (062)",13,2,4,2,3,2
"Mujeres (064)",17649,287,4868,4858,5073,2563
"Empleado (065)",312,1,171,99,37,4
"Obrero (066)",806,8,270,242,205,81
"Trabajador independiente (067)",7133,37,1797,2027,2167,1105
"Empleador o patrono (068)",51,,10,24,10,7
"Trabajador familiar no remunerado (069)",9241,237,2561,2441,2637,1365
"Trabajador del hogar (070)",106,4,59,25,17,1
