"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,,,
"Hogares (001)",3264,5,593,11,1,2455,98,3,98
"Ocupantes presentes (002)",10758,14,1886,26,2,8254,428,6,142
"Casa independiente",,,,,,,,,
"Hogares (004)",2980,5,522,9,1,2337,27,,79
"Ocupantes presentes (005)",9851,14,1698,21,2,7914,85,,117
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",10,,10,,,,,,
"Ocupantes presentes (011)",37,,37,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",113,,58,1,,34,,3,17
"Ocupantes presentes (014)",298,,142,4,,124,,6,22
"Choza o cabaña",,,,,,,,,
"Hogares (016)",157,,2,,,83,71,,1
"Ocupantes presentes (017)",562,,4,,,214,343,,1
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,1,,,,,,
"Ocupantes presentes (020)",5,,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,,,1,,1,,,1
"Ocupantes presentes (023)",5,,,1,,2,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2192,5,563,10,1,1511,9,3,90
"Ocupantes presentes (029)",7318,14,1806,25,2,5308,24,6,133
"Casa independiente",,,,,,,,,
"Hogares (031)",2066,5,494,9,1,1476,9,,72
"Ocupantes presentes (032)",6974,14,1622,21,2,5182,24,,109
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",10,,10,,,,,,
"Ocupantes presentes (038)",37,,37,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",113,,58,1,,34,,3,17
"Ocupantes presentes (041)",298,,142,4,,124,,6,22
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,1,,,,,,
"Ocupantes presentes (047)",5,,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,1,,,1
"Ocupantes presentes (050)",4,,,,,2,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1072,,30,1,,944,89,,8
"Ocupantes presentes (056)",3440,,80,1,,2946,404,,9
"Casa independiente",,,,,,,,,
"Hogares (058)",914,,28,,,861,18,,7
"Ocupantes presentes (059)",2877,,76,,,2732,61,,8
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",157,,2,,,83,71,,1
"Ocupantes presentes (071)",562,,4,,,214,343,,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,1,,,,,
"Ocupantes presentes (077)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
