"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CELENDIN (000)",21318,7623,13695
"Red pública dentro de la vivienda (001)",8892,5500,3392
"Red pública fuera de la vivienda (002)",3014,868,2146
"Pilón de uso público (003)",805,106,699
"Camión - cisterna u otro similar (004)",21,3,18
"Pozo (005)",6082,578,5504
"Río, acequia, manatial o similar (006)",1404,225,1179
"Vecino (007)",828,218,610
"Otro (008)",272,125,147
,,,
"URBANA (010)",5303,4405,898
"Red pública dentro de la vivienda (011)",4490,3912,578
"Red pública fuera de la vivienda (012)",289,237,52
"Pilón de uso público (013)",45,24,21
"Camión - cisterna u otro similar (014)",13,3,10
"Pozo (015)",134,61,73
"Río, acequia, manatial o similar (016)",47,22,25
"Vecino (017)",182,73,109
"Otro (018)",103,73,30
,,,
"RURAL (020)",16015,3218,12797
"Red pública dentro de la vivienda (021)",4402,1588,2814
"Red pública fuera de la vivienda (022)",2725,631,2094
"Pilón de uso público (023)",760,82,678
"Camión - cisterna u otro similar (024)",8,,8
"Pozo (025)",5948,517,5431
"Río, acequia, manatial o similar (026)",1357,203,1154
"Vecino (027)",646,145,501
"Otro (028)",169,52,117
