"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CUSCO (000)",329333,28676,74401,19962,207973
"Hombres (001)",157939,12876,34568,11179,100220
"Mujeres (002)",171394,15800,39833,8783,107753
"PEA (003)",160409,7336,38121,10341,105720
"Hombres (004)",88997,3760,19517,6789,59608
"Mujeres (005)",71412,3576,18604,3552,46112
"Ocupada (006)",154514,7085,37492,10126,100912
"Hombres (007)",85755,3649,19232,6660,56886
"Mujeres (008)",68759,3436,18260,3466,44026
"Desocupada (009)",5895,251,629,215,4808
"Hombres (010)",3242,111,285,129,2722
"Mujeres (011)",2653,140,344,86,2086
"No PEA (012)",168924,21340,36280,9621,102253
"Hombres (013)",68942,9116,15051,4390,40612
"Mujeres (014)",99982,12224,21229,5231,61641
,,,,,
"URBANA (018)",315555,22997,73732,19663,200835
"Hombres (019)",151000,10229,34197,10993,96481
"Mujeres (020)",164555,12768,39535,8670,104354
"PEA (021)",154848,5642,37790,10196,102326
"Hombres (022)",85067,2609,19276,6675,57181
"Mujeres (023)",69781,3033,18514,3521,45145
"Ocupada (024)",149075,5406,37164,9985,97618
"Hombres (025)",81917,2508,18993,6550,54535
"Mujeres (026)",67158,2898,18171,3435,43083
"Desocupada (027)",5773,236,626,211,4708
"Hombres (028)",3150,101,283,125,2646
"Mujeres (029)",2623,135,343,86,2062
"No PEA (030)",160707,17355,35942,9467,98509
"Hombres (031)",65933,7620,14921,4318,39300
"Mujeres (032)",94774,9735,21021,5149,59209
,,,,,
"RURAL (036)",13778,5679,669,299,7138
"Hombres (037)",6939,2647,371,186,3739
"Mujeres (038)",6839,3032,298,113,3399
"PEA (039)",5561,1694,331,145,3394
"Hombres (040)",3930,1151,241,114,2427
"Mujeres (041)",1631,543,90,31,967
"Ocupada (042)",5439,1679,328,141,3294
"Hombres (043)",3838,1141,239,110,2351
"Mujeres (044)",1601,538,89,31,943
"Desocupada (045)",122,15,3,4,100
"Hombres (046)",92,10,2,4,76
"Mujeres (047)",30,5,1,,24
"No PEA (048)",8217,3985,338,154,3744
"Hombres (049)",3009,1496,130,72,1312
"Mujeres (050)",5208,2489,208,82,2432
