"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia OTUZCO (000)",22714,226,8546,7491,2570,994,434,147,25,,2281
"Conviviente (001)",9779,108,4137,3249,994,307,134,39,3,,808
"Separado(a) (002)",1200,14,405,405,178,76,38,10,4,,70
"Casado(a) (003)",7395,61,2808,2611,920,353,152,54,8,,428
"Viudo(a) (004)",1919,18,648,654,238,123,57,28,3,,150
"Divorciado(a) (005)",62,1,22,17,7,4,,1,1,,9
"Soltero(a) (006)",2359,24,526,555,233,131,53,15,6,,816
,,,,,,,,,,,
"URBANA (008)",5985,55,1803,1973,854,356,181,68,9,,686
"Conviviente (009)",2180,20,761,775,272,90,40,15,,,207
"Separado(a) (010)",383,3,121,118,60,30,17,4,1,,29
"Casado(a) (011)",2137,17,628,725,349,145,80,30,3,,160
"Viudo(a) (012)",549,8,157,189,75,32,20,15,1,,52
"Divorciado(a) (013)",22,,6,6,4,2,,,1,,3
"Soltero(a) (014)",714,7,130,160,94,57,24,4,3,,235
,,,,,,,,,,,
"RURAL (016)",16729,171,6743,5518,1716,638,253,79,16,,1595
"Conviviente (017)",7599,88,3376,2474,722,217,94,24,3,,601
"Separado(a) (018)",817,11,284,287,118,46,21,6,3,,41
"Casado(a) (019)",5258,44,2180,1886,571,208,72,24,5,,268
"Viudo(a) (020)",1370,10,491,465,163,91,37,13,2,,98
"Divorciado(a) (021)",40,1,16,11,3,2,,1,,,6
"Soltero(a) (022)",1645,17,396,395,139,74,29,11,3,,581
