"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ALTO AMAZONAS",,,,,,,,,
"Viviendas particulares (001)",480,171,89,62,92,10,6,11,39
"Ocupantes presentes (002)",2273,816,459,280,415,39,29,42,193
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",459,160,85,61,88,10,6,11,38
"Ocupantes presentes (005)",2190,769,442,279,402,39,29,42,188
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",10,4,2,,4,,,,
"Ocupantes presentes (011)",36,18,5,,13,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,,1,,,,,,
"Ocupantes presentes (014)",5,,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,1,,,,,,,
"Ocupantes presentes (017)",6,6,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",8,6,1,,,,,,1
"Ocupantes presentes (020)",35,23,7,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,1,,,,,
"Ocupantes presentes (023)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",478,169,89,62,92,10,6,11,39
"Ocupantes presentes (029)",2260,803,459,280,415,39,29,42,193
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",458,159,85,61,88,10,6,11,38
"Ocupantes presentes (032)",2183,762,442,279,402,39,29,42,188
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",10,4,2,,4,,,,
"Ocupantes presentes (038)",36,18,5,,13,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,,1,,,,,,
"Ocupantes presentes (041)",5,,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",8,6,1,,,,,,1
"Ocupantes presentes (047)",35,23,7,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,1,,,,,
"Ocupantes presentes (050)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2,2,,,,,,,
"Ocupantes presentes (056)",13,13,,,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1,1,,,,,,,
"Ocupantes presentes (059)",7,7,,,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,1,,,,,,,
"Ocupantes presentes (071)",6,6,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
