"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ALTO AMAZONAS (000)",33372,26639,3132,1771,1830
"Empleado (001)",5547,2026,1020,1096,1405
"Obrero (002)",5811,4051,827,539,394
"Trabajador independiente (003)",15082,14252,830,,
"Empleador o patrono (004)",819,641,103,59,16
"Trabajador familiar no remunerado (005)",5053,4609,352,77,15
"Trabajador del hogar (006)",1060,1060,,,
"De 06 a 14 años (008)",1100,980,98,19,3
"Empleado (009)",46,40,4,2,
"Obrero (010)",188,160,19,7,2
"Trabajador independiente (011)",103,93,10,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",674,598,65,10,1
"Trabajador del hogar (014)",87,87,,,
"De 15 a 29 años (016)",11545,9411,1112,515,507
"Empleado (017)",1945,976,355,266,348
"Obrero (018)",2377,1692,341,199,145
"Trabajador independiente (019)",4112,3867,245,,
"Empleador o patrono (020)",193,145,26,17,5
"Trabajador familiar no remunerado (021)",2282,2095,145,33,9
"Trabajador del hogar (022)",636,636,,,
"De 30 a 44 años (024)",11420,8615,1173,792,840
"Empleado (025)",2308,641,472,541,654
"Obrero (026)",1966,1306,275,210,175
"Trabajador independiente (027)",5456,5151,305,,
"Empleador o patrono (028)",326,257,41,21,7
"Trabajador familiar no remunerado (029)",1164,1060,80,20,4
"Trabajador del hogar (030)",200,200,,,
"De 45 a 64 años (032)",7855,6294,677,421,463
"Empleado (033)",1192,344,180,277,391
"Obrero (034)",1143,783,180,112,68
"Trabajador independiente (035)",4396,4164,232,,
"Empleador o patrono (036)",244,189,31,20,4
"Trabajador familiar no remunerado (037)",773,707,54,12,
"Trabajador del hogar (038)",107,107,,,
"De 65 y más años (040)",1452,1339,72,24,17
"Empleado (041)",56,25,9,10,12
"Obrero (042)",137,110,12,11,4
"Trabajador independiente (043)",1015,977,38,,
"Empleador o patrono (044)",54,48,5,1,
"Trabajador familiar no remunerado (045)",160,149,8,2,1
"Trabajador del hogar (046)",30,30,,,
,,,,,
"URBANA (048)",21840,16102,2335,1635,1768
"Empleado (049)",5170,1835,929,1050,1356
"Obrero (050)",3463,1974,626,482,381
"Trabajador independiente (051)",9103,8569,534,,
"Empleador o patrono (052)",674,515,87,56,16
