"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ACOBAMBA (000)",1167,425,742
"De 14 a 29 años (001)",580,292,288
"De 30 a 44 años (002)",354,112,242
"De 45 a 64 años (003)",178,21,157
"De 65 y más años (004)",55,,55
"Hombres (005)",914,311,603
"De 14 a 29 años (006)",414,201,213
"De 30 a 44 años (007)",295,94,201
"De 45 a 64 años (008)",156,16,140
"De 65 y más años (009)",49,,49
"Mujeres (010)",253,114,139
"De 14 a 29 años (011)",166,91,75
"De 30 a 44 años (012)",59,18,41
"De 45 a 64 años (013)",22,5,17
"De 65 y más años (014)",6,,6
,,,
"AREA URBANA (015)",581,158,423
"De 14 a 29 años (016)",257,101,156
"De 30 a 44 años (017)",198,47,151
"De 45 a 64 años (018)",97,10,87
"De 65 y más años (019)",29,,29
"Hombres (020)",447,106,341
"De 14 a 29 años (021)",180,64,116
"De 30 a 44 años (022)",157,35,122
"De 45 a 64 años (023)",83,7,76
"De 65 y más años (024)",27,,27
"Mujeres (025)",134,52,82
"De 14 a 29 años (026)",77,37,40
"De 30 a 44 años (027)",41,12,29
"De 45 a 64 años (028)",14,3,11
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",586,267,319
"De 14 a 29 años (031)",323,191,132
"De 30 a 44 años (032)",156,65,91
"De 45 a 64 años (033)",81,11,70
"De 65 y más años (034)",26,,26
"Hombres (035)",467,205,262
"De 14 a 29 años (036)",234,137,97
"De 30 a 44 años (037)",138,59,79
"De 45 a 64 años (038)",73,9,64
"De 65 y más años (039)",22,,22
"Mujeres (040)",119,62,57
"De 14 a 29 años (041)",89,54,35
"De 30 a 44 años (042)",18,6,12
"De 45 a 64 años (043)",8,2,6
"De 65 y más años (044)",4,,4
