"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHOTA (000)",159146,2861,52040,39687,29208,22845,12505
"Jefe o Jefa (001)",39231,,72,5361,12846,12766,8186
"Esposa(o) / compañera(o) (002)",25613,,39,5741,9540,7554,2739
"Hijo(a) / hijastro(a) (003)",70059,1927,40470,21808,4676,1134,44
"Yerno / nuera (004)",2832,,40,1925,739,122,6
"Nieto(a) (005)",10425,688,7733,1886,112,6,
"Padres / suegros (006)",1269,,,,28,279,962
"Otro(a) pariente (007)",8486,233,3498,2373,1029,850,503
"Trabajador(a) del hogar (008)",253,,14,162,44,20,13
"Pensionistas (009)",71,,5,36,17,11,2
"Otro(a) no pariente (010)",907,13,169,395,177,103,50
"Hombres (011)",76955,1425,26338,19008,13544,10609,6031
"Jefe o Jefa (012)",28964,,37,4006,10096,9377,5448
"Esposa(o) / compañera(o) (013)",1081,,16,284,364,275,142
"Hijo(a) / hijastro(a) (014)",35609,971,20551,11634,2030,408,15
"Yerno / nuera (015)",1253,,12,686,471,79,5
"Nieto(a) (016)",5254,326,3867,1005,55,1,
"Padres / suegros (017)",283,,,,7,46,230
"Otro(a) pariente (018)",4007,119,1777,1176,423,349,163
"Trabajador(a) del hogar (019)",20,,2,12,3,1,2
"Pensionistas (020)",46,,4,21,11,9,1
"Otro(a) no pariente (021)",438,9,72,184,84,64,25
"Mujeres (022)",82191,1436,25702,20679,15664,12236,6474
"Jefe o Jefa (023)",10267,,35,1355,2750,3389,2738
"Esposa(o) / compañera(o) (024)",24532,,23,5457,9176,7279,2597
"Hijo(a) / hijastro(a) (025)",34450,956,19919,10174,2646,726,29
"Yerno / nuera (026)",1579,,28,1239,268,43,1
"Nieto(a) (027)",5171,362,3866,881,57,5,
"Padres / suegros (028)",986,,,,21,233,732
"Otro(a) pariente (029)",4479,114,1721,1197,606,501,340
"Trabajador(a) del hogar (030)",233,,12,150,41,19,11
"Pensionistas (031)",25,,1,15,6,2,1
"Otro(a) no pariente (032)",469,4,97,211,93,39,25
,,,,,,,
"URBANA (033)",31640,510,8920,8159,6689,5023,2339
"Jefe o Jefa (034)",8747,,42,1275,2973,2955,1502
"Esposa(o) / compañera(o) (035)",5071,,15,1073,2069,1458,456
"Hijo(a) / hijastro(a) (036)",12217,350,6779,3875,973,230,10
"Yerno / nuera (037)",540,,9,300,200,30,1
"Nieto(a) (038)",1808,119,1311,359,18,1,
"Padres / suegros (039)",317,,,,9,71,237
"Otro(a) pariente (040)",2136,37,668,838,288,198,107
"Trabajador(a) del hogar (041)",197,,9,140,30,12,6
"Pensionistas (042)",38,,3,27,4,4,
"Otro(a) no pariente (043)",569,4,84,272,125,64,20
"Hombres (044)",15334,252,4551,3781,3114,2480,1156
"Jefe o Jefa (045)",6183,,21,829,2204,2142,987
"Esposa(o) / compañera(o) (046)",357,,7,93,130,80,47
"Hijo(a) / hijastro(a) (047)",6207,181,3459,2020,447,97,3
"Yerno / nuera (048)",240,,4,95,121,20,
"Nieto(a) (049)",909,51,672,176,10,,
"Padres / suegros (050)",78,,,,3,13,62
"Otro(a) pariente (051)",1058,16,349,424,142,83,44
"Trabajador(a) del hogar (052)",12,,,8,2,1,1
"Pensionistas (053)",19,,2,13,1,3,
"Otro(a) no pariente (054)",271,4,37,123,54,41,12
"Mujeres (055)",16306,258,4369,4378,3575,2543,1183
"Jefe o Jefa (056)",2564,,21,446,769,813,515
"Esposa(o) / compañera(o) (057)",4714,,8,980,1939,1378,409
"Hijo(a) / hijastro(a) (058)",6010,169,3320,1855,526,133,7
"Yerno / nuera (059)",300,,5,205,79,10,1
"Nieto(a) (060)",899,68,639,183,8,1,
"Padres / suegros (061)",239,,,,6,58,175
"Otro(a) pariente (062)",1078,21,319,414,146,115,63
"Trabajador(a) del hogar (063)",185,,9,132,28,11,5
"Pensionistas (064)",19,,1,14,3,1,
"Otro(a) no pariente (065)",298,,47,149,71,23,8
,,,,,,,
"RURAL (066)",127506,2351,43120,31528,22519,17822,10166
"Jefe o Jefa (067)",30484,,30,4086,9873,9811,6684
"Esposa(o) / compañera(o) (068)",20542,,24,4668,7471,6096,2283
"Hijo(a) / hijastro(a) (069)",57842,1577,33691,17933,3703,904,34
"Yerno / nuera (070)",2292,,31,1625,539,92,5
"Nieto(a) (071)",8617,569,6422,1527,94,5,
"Padres / suegros (072)",952,,,,19,208,725
"Otro(a) pariente (073)",6350,196,2830,1535,741,652,396
"Trabajador(a) del hogar (074)",56,,5,22,14,8,7
"Pensionistas (075)",33,,2,9,13,7,2
"Otro(a) no pariente (076)",338,9,85,123,52,39,30
"Hombres (077)",61621,1173,21787,15227,10430,8129,4875
"Jefe o Jefa (078)",22781,,16,3177,7892,7235,4461
"Esposa(o) / compañera(o) (079)",724,,9,191,234,195,95
"Hijo(a) / hijastro(a) (080)",29402,790,17092,9614,1583,311,12
"Yerno / nuera (081)",1013,,8,591,350,59,5
"Nieto(a) (082)",4345,275,3195,829,45,1,
"Padres / suegros (083)",205,,,,4,33,168
"Otro(a) pariente (084)",2949,103,1428,752,281,266,119
"Trabajador(a) del hogar (085)",8,,2,4,1,,1
"Pensionistas (086)",27,,2,8,10,6,1
"Otro(a) no pariente (087)",167,5,35,61,30,23,13
"Mujeres (088)",65885,1178,21333,16301,12089,9693,5291
"Jefe o Jefa (089)",7703,,14,909,1981,2576,2223
"Esposa(o) / compañera(o) (090)",19818,,15,4477,7237,5901,2188
"Hijo(a) / hijastro(a) (091)",28440,787,16599,8319,2120,593,22
"Yerno / nuera (092)",1279,,23,1034,189,33,
"Nieto(a) (093)",4272,294,3227,698,49,4,
"Padres / suegros (094)",747,,,,15,175,557
