"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia LAMAS (000)",45581,42755,2826
"Hombres (001)",24269,23159,1110
"Mujeres (002)",21312,19596,1716
"De 18 a 29 años (003)",15942,14520,1422
"Hombres (004)",8558,7835,723
"Mujeres (005)",7384,6685,699
"De 30 a 44 años (006)",15050,14625,425
"Hombres (007)",8101,7956,145
"Mujeres (008)",6949,6669,280
"De 45 a 64 años (009)",10595,10148,447
"Hombres (010)",5656,5528,128
"Mujeres (011)",4939,4620,319
"De 65 y más años (012)",3994,3462,532
"Hombres (013)",1954,1840,114
"Mujeres (014)",2040,1622,418
,,,
"URBANA (015)",23099,22146,953
"Hombres (016)",11894,11510,384
"Mujeres (017)",11205,10636,569
"De 18 a 29 años (018)",7178,6720,458
"Hombres (019)",3761,3509,252
"Mujeres (020)",3417,3211,206
"De 30 a 44 años (021)",7674,7555,119
"Hombres (022)",3952,3902,50
"Mujeres (023)",3722,3653,69
"De 45 a 64 años (024)",5770,5635,135
"Hombres (025)",3010,2972,38
"Mujeres (026)",2760,2663,97
"De 65 y más años (027)",2477,2236,241
"Hombres (028)",1171,1127,44
"Mujeres (029)",1306,1109,197
,,,
"RURAL (030)",22482,20609,1873
"Hombres (031)",12375,11649,726
"Mujeres (032)",10107,8960,1147
"De 18 a 29 años (033)",8764,7800,964
"Hombres (034)",4797,4326,471
"Mujeres (035)",3967,3474,493
"De 30 a 44 años (036)",7376,7070,306
"Hombres (037)",4149,4054,95
"Mujeres (038)",3227,3016,211
"De 45 a 64 años (039)",4825,4513,312
"Hombres (040)",2646,2556,90
"Mujeres (041)",2179,1957,222
"De 65 y más años (042)",1517,1226,291
"Hombres (043)",783,713,70
"Mujeres (044)",734,513,221
